Data,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2017-01-01,0,882,197,23.0,14.0,6.0,5.0,5.0,8,4
2017-01-02,0,880,167,24.0,14.0,6.0,5.0,5.0,6,3
2017-01-03,0,880,174,23.0,15.0,6.0,5.0,6.0,10,6
2017-01-04,0,881,182,23.0,16.0,7.0,6.0,6.0,10,6
2017-01-05,0,882,155,22.0,15.0,6.0,6.0,6.0,8,4
2017-01-06,0,882,118,22.0,16.0,7.0,6.0,7.0,8,5
2017-01-07,0,882,164,23.0,16.0,7.0,6.0,6.0,8,5
2017-01-08,0,881,192,22.0,14.0,6.0,5.0,5.0,8,4
2017-01-09,0,880,158,23.0,14.0,6.0,5.0,5.0,8,5
2017-01-10,0,879,127,22.0,16.0,7.0,6.0,7.0,6,2
2017-01-11,0,879,140,22.0,16.0,7.0,6.0,7.0,8,4
2017-01-12,0,880,163,22.0,16.0,7.0,6.0,7.0,8,4
2017-01-13,0,880,71,19.0,17.0,8.0,8.0,8.0,7,3
2017-01-14,0,878,110,20.0,17.0,8.0,8.0,8.0,6,3
2017-01-15,1,879,86,19.0,16.0,8.0,8.0,8.0,5,2
2017-01-16,0,880,84,19.0,17.0,8.0,8.0,8.0,6,3
2017-01-17,0,880,143,20.0,15.0,7.0,7.0,7.0,10,6
2017-01-18,0,880,218,21.0,14.0,7.0,6.0,6.0,9,5
2017-01-19,0,881,169,22.0,14.0,6.0,6.0,6.0,9,5
2017-01-20,0,883,169,21.0,14.0,6.0,5.0,6.0,9,5
2017-01-21,0,882,159,21.0,14.0,6.0,6.0,6.0,9,5
2017-01-22,0,881,184,21.0,14.0,6.0,5.0,6.0,8,5
2017-01-23,0,881,168,21.0,14.0,6.0,6.0,6.0,9,5
2017-01-24,0,882,114,21.0,15.0,7.0,6.0,7.0,9,5
2017-01-25,0,882,165,22.0,15.0,7.0,6.0,6.0,6,3
2017-01-26,0,882,175,22.0,16.0,7.0,6.0,6.0,8,5
2017-01-27,0,883,194,22.0,14.0,6.0,5.0,5.0,9,5
2017-01-28,0,884,193,21.0,13.0,6.0,5.0,6.0,10,6
2017-01-29,0,885,187,21.0,14.0,6.0,5.0,6.0,9,5
2017-01-30,0,884,150,21.0,15.0,7.0,6.0,7.0,10,5
2017-01-31,0,883,186,21.0,14.0,7.0,6.0,6.0,9,5
2017-02-01,0,881,115,20.0,14.0,7.0,6.0,7.0,9,5
2017-02-02,0,880,97,20.0,16.0,8.0,7.0,7.0,7,3
2017-02-03,0,881,84,19.0,17.0,9.0,8.0,8.0,5,2
2017-02-04,0,881,109,20.0,16.0,8.0,7.0,8.0,6,3
2017-02-05,2,880,75,19.0,17.0,9.0,8.0,8.0,5,2
2017-02-06,2,879,111,20.0,17.0,8.0,8.0,8.0,6,3
2017-02-07,0,878,128,21.0,17.0,8.0,7.0,8.0,8,3
2017-02-08,0,879,115,21.0,18.0,8.0,7.0,8.0,8,4
2017-02-09,0,880,190,21.0,16.0,7.0,7.0,7.0,12,6
2017-02-10,0,881,120,20.0,16.0,8.0,7.0,8.0,11,6
2017-02-11,0,880,112,20.0,16.0,7.0,7.0,7.0,9,6
2017-02-12,0,880,132,20.0,14.0,7.0,6.0,7.0,11,6
2017-02-13,0,881,131,19.0,15.0,7.0,7.0,7.0,11,6
2017-02-14,0,884,138,19.0,14.0,7.0,6.0,7.0,11,6
2017-02-15,0,886,149,20.0,15.0,7.0,7.0,7.0,11,6
2017-02-16,0,885,135,20.0,15.0,7.0,6.0,7.0,7,4
2017-02-17,0,883,168,21.0,14.0,6.0,6.0,6.0,7,4
2017-02-18,0,883,179,22.0,15.0,6.0,5.0,6.0,7,3
2017-02-19,0,884,195,22.0,15.0,6.0,6.0,6.0,8,5
2017-02-20,0,884,198,22.0,15.0,6.0,6.0,6.0,8,4
2017-02-21,0,884,148,20.0,15.0,7.0,6.0,7.0,10,5
2017-02-22,0,883,114,20.0,15.0,7.0,7.0,7.0,10,5
2017-02-23,0,883,162,21.0,15.0,7.0,6.0,6.0,9,5
2017-02-24,0,881,184,22.0,15.0,7.0,6.0,6.0,8,5
2017-02-25,0,880,100,20.0,15.0,7.0,6.0,7.0,7,4
2017-02-26,0,881,40,18.0,16.0,8.0,8.0,8.0,6,3
2017-02-27,0,881,87,19.0,15.0,8.0,7.0,8.0,6,3
2017-02-28,0,880,103,19.0,16.0,8.0,8.0,8.0,6,3
2017-03-01,0,880,103,19.0,16.0,8.0,7.0,8.0,8,3
2017-03-02,0,881,142,22.0,15.0,7.0,6.0,6.0,5,2
2017-03-03,0,883,180,22.0,16.0,7.0,6.0,7.0,7,4
2017-03-04,0,881,175,22.0,14.0,6.0,6.0,6.0,6,3
2017-03-05,0,879,130,22.0,15.0,6.0,6.0,6.0,6,3
2017-03-06,0,879,170,24.0,15.0,6.0,5.0,5.0,5,2
2017-03-07,0,881,140,22.0,17.0,7.0,6.0,7.0,10,6
2017-03-08,1,881,166,21.0,17.0,8.0,7.0,7.0,12,7
2017-03-09,0,881,170,20.0,16.0,8.0,7.0,8.0,10,6
2017-03-10,0,882,140,21.0,17.0,8.0,7.0,7.0,8,5
2017-03-11,0,882,185,21.0,15.0,7.0,6.0,6.0,8,5
2017-03-12,0,882,182,21.0,14.0,6.0,6.0,6.0,8,5
2017-03-13,0,881,212,22.0,13.0,6.0,5.0,5.0,7,4
2017-03-14,0,881,181,21.0,15.0,7.0,6.0,6.0,9,5
2017-03-15,0,882,211,21.0,14.0,6.0,6.0,6.0,9,5
2017-03-16,0,882,211,21.0,14.0,7.0,6.0,6.0,9,5
2017-03-17,0,881,174,21.0,15.0,7.0,6.0,6.0,8,4
2017-03-18,0,881,171,22.0,16.0,7.0,6.0,6.0,9,5
2017-03-19,2,882,77,19.0,16.0,8.0,8.0,8.0,8,5
2017-03-20,0,882,78,19.0,16.0,8.0,8.0,8.0,8,6
2017-03-21,0,883,205,19.0,13.0,7.0,6.0,7.0,13,9
2017-03-22,0,884,213,19.0,12.0,7.0,6.0,6.0,12,8
2017-03-23,0,883,189,19.0,11.0,6.0,6.0,6.0,10,6
2017-03-24,0,881,178,20.0,12.0,6.0,5.0,6.0,8,5
2017-03-25,0,881,188,21.0,13.0,6.0,5.0,6.0,7,4
2017-03-26,0,880,166,22.0,14.0,6.0,6.0,6.0,8,5
2017-03-27,1,881,84,19.0,17.0,8.0,8.0,8.0,9,6
2017-03-28,0,881,75,17.0,16.0,9.0,9.0,9.0,10,6
2017-03-29,0,881,180,18.0,12.0,7.0,6.0,7.0,14,8
2017-03-30,0,881,194,19.0,11.0,6.0,6.0,6.0,10,6
2017-03-31,0,882,205,19.0,11.0,6.0,5.0,6.0,9,6
2017-04-01,0,882,196,18.0,10.0,6.0,5.0,6.0,12,7
2017-04-02,0,882,171,18.0,10.0,6.0,5.0,5.0,10,6
2017-04-03,0,882,162,19.0,11.0,6.0,6.0,6.0,8,5
2017-04-04,0,882,194,20.0,12.0,6.0,5.0,6.0,9,5
2017-04-05,0,883,183,20.0,13.0,7.0,6.0,6.0,8,5
2017-04-06,0,883,146,21.0,15.0,7.0,6.0,7.0,7,4
2017-04-07,1,882,93,21.0,17.0,8.0,7.0,7.0,7,5
2017-04-08,0,882,90,21.0,16.0,7.0,7.0,7.0,7,4
2017-04-09,0,882,120,20.0,16.0,7.0,7.0,7.0,7,5
2017-04-10,0,882,115,20.0,16.0,7.0,7.0,7.0,6,4
2017-04-11,0,882,140,21.0,15.0,7.0,7.0,7.0,7,4
2017-04-12,0,881,129,21.0,16.0,7.0,7.0,7.0,6,3
2017-04-13,0,882,149,20.0,15.0,7.0,7.0,7.0,14,9
2017-04-14,0,884,159,19.0,15.0,8.0,7.0,8.0,10,6
2017-04-15,0,884,141,19.0,15.0,8.0,7.0,7.0,9,5
2017-04-16,0,882,169,20.0,14.0,7.0,6.0,7.0,8,4
2017-04-17,0,881,150,22.0,13.0,6.0,5.0,5.0,4,2
2017-04-18,0,882,148,20.0,15.0,7.0,6.0,7.0,12,8
2017-04-19,0,883,117,17.0,14.0,8.0,7.0,8.0,13,8
2017-04-20,0,882,142,18.0,13.0,8.0,7.0,7.0,10,6
2017-04-21,0,881,157,18.0,13.0,7.0,6.0,7.0,8,4
2017-04-22,0,881,73,19.0,14.0,7.0,7.0,7.0,6,2
2017-04-23,0,883,133,19.0,15.0,8.0,7.0,8.0,10,7
2017-04-24,0,883,158,18.0,15.0,8.0,7.0,7.0,13,8
2017-04-25,0,882,130,19.0,15.0,8.0,7.0,8.0,10,6
2017-04-26,0,881,156,20.0,15.0,7.0,7.0,7.0,8,5
2017-04-27,0,882,127,21.0,17.0,8.0,7.0,7.0,6,3
2017-04-28,1,883,59,18.0,16.0,9.0,9.0,9.0,12,8
2017-04-29,0,885,99,17.0,15.0,9.0,8.0,8.0,12,8
2017-04-30,0,886,102,16.0,14.0,8.0,8.0,8.0,12,7
2017-05-01,0,886,134,16.0,12.0,8.0,7.0,7.0,12,7
2017-05-02,0,885,122,17.0,12.0,7.0,7.0,7.0,9,6
2017-05-03,0,885,103,17.0,13.0,8.0,7.0,8.0,8,5
2017-05-04,0,884,142,17.0,13.0,7.0,7.0,7.0,9,5
2017-05-05,0,883,156,18.0,13.0,7.0,7.0,7.0,7,4
2017-05-06,0,883,63,18.0,13.0,7.0,7.0,7.0,7,4
2017-05-07,0,881,148,18.0,13.0,7.0,6.0,7.0,8,5
2017-05-08,0,881,159,18.0,11.0,6.0,6.0,6.0,8,5
2017-05-09,0,881,147,19.0,12.0,6.0,6.0,6.0,8,4
2017-05-10,0,882,134,20.0,11.0,6.0,5.0,5.0,6,4
2017-05-11,0,882,132,18.0,12.0,7.0,6.0,6.0,11,7
2017-05-12,0,883,146,17.0,11.0,7.0,6.0,7.0,11,7
2017-05-13,0,883,159,18.0,11.0,6.0,6.0,6.0,8,5
2017-05-14,0,881,141,20.0,11.0,6.0,5.0,5.0,7,3
2017-05-15,0,880,75,19.0,14.0,7.0,7.0,7.0,7,3
2017-05-16,0,881,74,18.0,16.0,9.0,8.0,8.0,6,3
2017-05-17,0,882,104,16.0,13.0,8.0,8.0,8.0,11,8
2017-05-18,0,882,102,16.0,13.0,8.0,8.0,8.0,10,7
2017-05-19,0,880,41,15.0,13.0,9.0,8.0,9.0,9,6
2017-05-20,0,881,44,16.0,15.0,9.0,9.0,9.0,6,3
2017-05-21,0,883,88,17.0,15.0,9.0,8.0,8.0,10,7
2017-05-22,0,883,80,19.0,16.0,8.0,8.0,8.0,6,4
2017-05-23,0,884,131,18.0,15.0,8.0,7.0,8.0,9,6
2017-05-24,0,885,150,17.0,14.0,8.0,7.0,8.0,11,7
2017-05-25,0,886,131,18.0,14.0,8.0,7.0,8.0,10,6
2017-05-26,0,886,148,17.0,14.0,8.0,8.0,8.0,10,7
2017-05-27,0,885,153,17.0,11.0,7.0,6.0,7.0,8,5
2017-05-28,0,886,135,17.0,12.0,7.0,7.0,7.0,8,5
2017-05-29,0,885,132,17.0,12.0,7.0,6.0,7.0,8,5
2017-05-30,0,884,143,17.0,11.0,7.0,6.0,6.0,6,4
2017-05-31,0,883,141,18.0,9.0,6.0,5.0,6.0,8,4
2017-06-01,0,882,115,20.0,12.0,6.0,5.0,5.0,6,2
2017-06-02,0,883,142,21.0,12.0,6.0,5.0,6.0,7,3
2017-06-03,0,885,118,18.0,12.0,7.0,6.0,6.0,9,6
2017-06-04,0,885,145,18.0,14.0,8.0,7.0,7.0,10,6
2017-06-05,0,884,134,19.0,13.0,7.0,6.0,7.0,5,3
2017-06-06,0,884,136,20.0,12.0,6.0,6.0,6.0,6,3
2017-06-07,0,883,145,20.0,12.0,6.0,5.0,6.0,7,4
2017-06-08,0,882,143,20.0,11.0,6.0,5.0,6.0,7,3
2017-06-09,0,882,131,21.0,12.0,6.0,5.0,5.0,6,2
2017-06-10,0,882,138,20.0,9.0,5.0,4.0,5.0,7,3
2017-06-11,0,883,127,18.0,11.0,6.0,6.0,6.0,8,5
2017-06-12,0,884,136,17.0,15.0,8.0,8.0,8.0,11,7
2017-06-13,0,885,112,17.0,13.0,8.0,7.0,8.0,11,6
2017-06-14,0,886,77,17.0,14.0,8.0,7.0,8.0,7,4
2017-06-15,0,886,129,16.0,12.0,8.0,7.0,7.0,13,8
2017-06-16,0,886,117,15.0,11.0,7.0,7.0,7.0,10,6
2017-06-17,0,885,143,16.0,11.0,7.0,6.0,7.0,7,4
2017-06-18,0,884,135,17.0,9.0,6.0,6.0,6.0,5,3
2017-06-19,0,884,134,18.0,7.0,5.0,5.0,5.0,5,2
2017-06-20,0,885,105,18.0,10.0,6.0,5.0,6.0,8,5
2017-06-21,0,887,96,16.0,11.0,7.0,7.0,7.0,11,7
2017-06-22,0,887,116,15.0,11.0,8.0,7.0,7.0,15,8
2017-06-23,0,887,127,15.0,10.0,7.0,7.0,7.0,13,7
2017-06-24,0,888,112,15.0,11.0,7.0,7.0,7.0,9,5
2017-06-25,0,888,144,15.0,9.0,7.0,6.0,7.0,12,7
2017-06-26,0,887,120,14.0,10.0,8.0,7.0,7.0,11,7
2017-06-27,0,887,130,14.0,9.0,7.0,7.0,7.0,11,7
2017-06-28,0,887,123,16.0,12.0,8.0,7.0,7.0,12,7
2017-06-29,0,887,150,15.0,8.0,6.0,6.0,6.0,9,6
2017-06-30,0,887,135,16.0,8.0,6.0,5.0,6.0,7,4
2017-07-01,0,887,123,16.0,6.0,5.0,5.0,5.0,7,4
2017-07-02,0,888,142,15.0,8.0,6.0,6.0,6.0,13,8
2017-07-03,0,890,150,12.0,5.0,6.0,6.0,6.0,17,10
2017-07-04,0,890,129,10.0,5.0,7.0,6.0,7.0,17,9
2017-07-05,0,890,85,12.0,7.0,7.0,7.0,7.0,10,5
2017-07-06,0,889,84,12.0,9.0,8.0,7.0,8.0,8,5
2017-07-07,0,889,86,13.0,9.0,8.0,7.0,7.0,9,5
2017-07-08,0,889,89,13.0,8.0,7.0,7.0,7.0,10,6
2017-07-09,0,889,125,14.0,9.0,7.0,7.0,7.0,10,6
2017-07-10,0,888,142,15.0,10.0,7.0,7.0,7.0,12,8
2017-07-11,0,888,147,16.0,10.0,7.0,6.0,7.0,11,7
2017-07-12,0,888,145,16.0,10.0,7.0,7.0,7.0,8,5
2017-07-13,0,888,137,15.0,10.0,7.0,7.0,7.0,10,5
2017-07-14,0,888,101,14.0,10.0,8.0,7.0,7.0,9,5
2017-07-15,0,888,104,14.0,10.0,8.0,7.0,7.0,10,6
2017-07-16,0,887,136,15.0,9.0,7.0,6.0,6.0,9,5
2017-07-17,0,887,121,16.0,8.0,6.0,5.0,6.0,6,3
2017-07-18,0,886,135,16.0,9.0,6.0,6.0,6.0,7,4
2017-07-19,0,886,141,15.0,9.0,7.0,6.0,6.0,11,7
2017-07-20,0,887,120,15.0,9.0,7.0,6.0,7.0,10,7
2017-07-21,0,886,120,16.0,9.0,6.0,5.0,6.0,8,5
2017-07-22,0,886,126,18.0,7.0,5.0,5.0,5.0,7,5
2017-07-23,0,888,158,16.0,5.0,5.0,4.0,5.0,9,5
2017-07-24,0,890,143,15.0,8.0,6.0,6.0,6.0,10,6
2017-07-25,0,890,144,16.0,9.0,7.0,6.0,6.0,9,5
2017-07-26,0,889,162,15.0,7.0,6.0,5.0,5.0,8,5
2017-07-27,0,888,141,15.0,7.0,6.0,6.0,6.0,8,4
2017-07-28,0,889,162,15.0,7.0,6.0,6.0,6.0,9,6
2017-07-29,0,890,111,13.0,9.0,7.0,7.0,7.0,11,6
2017-07-30,0,891,149,14.0,9.0,7.0,6.0,7.0,9,5
2017-07-31,0,888,136,14.0,7.0,7.0,6.0,6.0,9,5
2017-08-01,0,886,86,13.0,5.0,5.0,5.0,5.0,7,3
2017-08-02,0,886,128,15.0,6.0,6.0,5.0,5.0,7,4
2017-08-03,0,884,158,18.0,6.0,5.0,4.0,4.0,7,3
2017-08-04,0,883,162,19.0,6.0,4.0,3.0,4.0,10,5
2017-08-05,0,884,144,16.0,7.0,6.0,5.0,6.0,14,9
2017-08-06,0,885,156,14.0,9.0,7.0,6.0,7.0,14,9
2017-08-07,0,885,169,15.0,9.0,7.0,6.0,6.0,11,7
2017-08-08,0,884,169,18.0,7.0,5.0,5.0,5.0,9,5
2017-08-09,0,883,163,20.0,7.0,4.0,4.0,4.0,7,3
2017-08-10,0,883,155,24.0,5.0,3.0,2.0,3.0,5,2
2017-08-11,0,883,168,18.0,11.0,6.0,6.0,6.0,12,8
2017-08-12,0,884,170,17.0,11.0,7.0,7.0,7.0,9,6
2017-08-13,0,884,164,18.0,10.0,6.0,6.0,6.0,8,5
2017-08-14,0,883,165,20.0,9.0,5.0,4.0,5.0,5,3
2017-08-15,0,882,161,19.0,11.0,6.0,5.0,6.0,11,7
2017-08-16,0,883,160,17.0,10.0,6.0,6.0,6.0,9,5
2017-08-17,0,882,158,19.0,10.0,6.0,5.0,5.0,9,5
2017-08-18,0,882,140,18.0,11.0,6.0,6.0,6.0,12,7
2017-08-19,0,882,171,19.0,11.0,6.0,6.0,6.0,12,8
2017-08-20,0,882,174,19.0,10.0,6.0,5.0,6.0,10,6
2017-08-21,0,884,160,19.0,11.0,6.0,6.0,6.0,14,9
2017-08-22,0,887,179,15.0,9.0,7.0,6.0,7.0,18,12
2017-08-23,0,887,162,15.0,10.0,7.0,7.0,7.0,11,7
2017-08-24,0,886,175,15.0,9.0,7.0,6.0,7.0,10,6
2017-08-25,0,886,194,15.0,6.0,6.0,5.0,6.0,11,6
2017-08-26,0,885,194,16.0,5.0,5.0,5.0,5.0,10,6
2017-08-27,0,883,190,17.0,6.0,5.0,4.0,5.0,9,5
2017-08-28,0,883,186,19.0,6.0,5.0,4.0,4.0,10,6
2017-08-29,0,884,196,19.0,6.0,4.0,4.0,4.0,10,6
2017-08-30,0,884,188,19.0,7.0,5.0,4.0,4.0,8,5
2017-08-31,0,884,190,22.0,8.0,4.0,4.0,4.0,9,5
2017-09-01,0,888,102,17.0,11.0,7.0,6.0,7.0,13,8
2017-09-02,0,889,198,15.0,8.0,6.0,6.0,6.0,11,6
2017-09-03,0,889,190,14.0,6.0,6.0,5.0,6.0,12,7
2017-09-04,0,888,173,14.0,7.0,6.0,6.0,6.0,10,6
2017-09-05,0,887,198,16.0,6.0,5.0,5.0,5.0,8,4
2017-09-06,0,885,201,19.0,7.0,5.0,4.0,5.0,9,5
2017-09-07,0,885,205,19.0,7.0,4.0,4.0,4.0,9,5
2017-09-08,0,884,177,17.0,7.0,5.0,4.0,5.0,10,6
2017-09-09,0,885,188,17.0,7.0,5.0,5.0,5.0,10,6
2017-09-10,0,885,171,18.0,10.0,6.0,5.0,6.0,11,6
2017-09-11,0,886,207,19.0,10.0,6.0,5.0,5.0,10,6
2017-09-12,0,886,210,18.0,7.0,5.0,5.0,5.0,11,7
2017-09-13,0,887,210,18.0,9.0,6.0,5.0,5.0,10,6
2017-09-14,0,887,192,19.0,9.0,5.0,5.0,5.0,9,5
2017-09-15,0,887,195,20.0,8.0,5.0,4.0,5.0,10,6
2017-09-16,0,886,197,19.0,8.0,5.0,5.0,5.0,10,6
2017-09-17,0,886,188,18.0,10.0,6.0,5.0,6.0,9,5
2017-09-18,0,886,187,18.0,9.0,6.0,5.0,6.0,10,6
2017-09-19,0,886,154,18.0,9.0,6.0,5.0,5.0,10,6
2017-09-20,0,887,161,17.0,10.0,6.0,6.0,6.0,11,6
2017-09-21,0,887,179,18.0,8.0,5.0,5.0,5.0,10,6
2017-09-22,0,886,155,17.0,8.0,5.0,5.0,5.0,9,5
2017-09-23,0,885,158,18.0,8.0,6.0,5.0,5.0,9,5
2017-09-24,0,884,191,19.0,8.0,5.0,5.0,5.0,9,5
2017-09-25,0,885,159,18.0,7.0,5.0,5.0,5.0,10,6
2017-09-26,0,884,147,17.0,9.0,6.0,5.0,6.0,10,6
2017-09-27,0,883,158,18.0,11.0,6.0,6.0,6.0,10,6
2017-09-28,0,883,182,21.0,11.0,5.0,5.0,5.0,6,3
2017-09-29,1,883,182,21.0,13.0,6.0,5.0,6.0,11,6
2017-09-30,1,880,16,16.0,13.0,8.0,7.0,8.0,9,5
2017-10-01,0,878,128,19.0,12.0,6.0,5.0,5.0,7,3
2017-10-02,0,878,130,20.0,15.0,8.0,7.0,7.0,10,6
2017-10-03,0,882,46,18.0,14.0,7.0,7.0,7.0,9,4
2017-10-04,0,883,100,18.0,14.0,8.0,7.0,8.0,12,8
2017-10-05,0,884,143,18.0,14.0,8.0,7.0,7.0,12,7
2017-10-06,0,885,209,20.0,12.0,6.0,5.0,6.0,11,7
2017-10-07,0,883,195,21.0,12.0,6.0,5.0,5.0,9,5
2017-10-08,0,883,169,20.0,11.0,5.0,5.0,5.0,9,6
2017-10-09,0,882,206,20.0,11.0,5.0,5.0,5.0,10,6
2017-10-10,0,881,206,22.0,10.0,5.0,4.0,4.0,10,6
2017-10-11,0,881,212,23.0,10.0,4.0,4.0,4.0,9,5
2017-10-12,0,881,214,23.0,9.0,4.0,4.0,4.0,9,5
2017-10-13,0,881,220,22.0,9.0,4.0,4.0,4.0,9,5
2017-10-14,0,880,215,24.0,7.0,4.0,3.0,3.0,8,5
2017-10-15,0,881,157,23.0,12.0,5.0,4.0,4.0,11,7
2017-10-16,0,884,134,19.0,15.0,7.0,7.0,7.0,13,8
2017-10-17,0,886,186,20.0,13.0,6.0,6.0,6.0,12,7
2017-10-18,0,885,227,19.0,10.0,6.0,5.0,5.0,12,6
2017-10-19,0,883,222,20.0,7.0,5.0,4.0,4.0,9,5
2017-10-20,0,882,211,23.0,6.0,4.0,3.0,3.0,7,4
2017-10-21,0,882,163,25.0,9.0,4.0,3.0,3.0,10,5
2017-10-22,0,882,150,23.0,13.0,5.0,5.0,5.0,10,6
2017-10-23,1,882,116,20.0,14.0,7.0,6.0,6.0,14,8
2017-10-24,0,883,92,19.0,14.0,7.0,6.0,7.0,14,9
2017-10-25,0,883,189,20.0,12.0,6.0,6.0,6.0,12,7
2017-10-26,0,881,211,21.0,12.0,6.0,5.0,5.0,10,6
2017-10-27,0,879,148,22.0,12.0,5.0,5.0,5.0,10,5
2017-10-28,1,879,107,19.0,15.0,7.0,6.0,7.0,10,5
2017-10-29,0,880,162,22.0,14.0,6.0,6.0,6.0,7,4
2017-10-30,0,878,101,19.0,15.0,7.0,6.0,7.0,9,5
2017-10-31,0,877,96,20.0,15.0,6.0,6.0,6.0,9,4
2017-11-01,0,880,44,16.0,13.0,8.0,7.0,8.0,15,10
2017-11-02,0,883,174,17.0,13.0,7.0,6.0,7.0,13,8
2017-11-03,0,883,175,18.0,13.0,7.0,6.0,7.0,11,6
