Data,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2017-11-04,0,881,141,20.0,14.0,7.0,6.0,6.0,9,5
2017-11-05,0,880,108,21.0,15.0,7.0,6.0,6.0,7,3
2017-11-06,0,880,117,20.0,16.0,8.0,7.0,7.0,10,6
2017-11-07,0,880,154,17.0,14.0,7.0,6.0,7.0,14,9
2017-11-08,0,880,120,17.0,14.0,8.0,7.0,7.0,11,7
2017-11-09,0,881,72,16.0,18.0,9.0,8.0,9.0,9,5
2017-11-10,0,879,65,17.0,16.0,9.0,8.0,8.0,7,4
2017-11-11,0,876,31,18.0,19.0,10.0,9.0,10.0,8,3
2017-11-12,1,875,105,20.0,13.0,5.0,4.0,5.0,8,3
2017-11-13,0,877,223,23.0,6.0,3.0,3.0,3.0,8,4
2017-11-14,0,880,195,21.0,12.0,5.0,5.0,5.0,11,7
2017-11-15,0,882,175,20.0,13.0,7.0,6.0,6.0,10,5
2017-11-16,0,882,205,21.0,13.0,6.0,5.0,6.0,8,5
2017-11-17,0,880,191,22.0,13.0,6.0,5.0,6.0,8,4
2017-11-18,0,878,165,22.0,14.0,6.0,5.0,6.0,7,3
2017-11-19,1,878,130,20.0,16.0,8.0,6.0,7.0,6,2
2017-11-20,0,879,82,21.0,18.0,7.0,6.0,7.0,5,2
2017-11-21,1,880,69,18.0,18.0,10.0,7.0,7.0,5,2
2017-11-22,0,878,41,18.0,19.0,10.0,9.0,9.0,7,3
2017-11-23,0,880,66,18.0,20.0,10.0,8.0,9.0,6,3
2017-11-24,0,882,82,18.0,18.0,9.0,8.0,8.0,10,6
2017-11-25,0,882,113,19.0,16.0,7.0,6.0,7.0,9,6
2017-11-26,0,881,104,19.0,15.0,8.0,7.0,7.0,8,4
2017-11-27,0,881,81,21.0,15.0,7.0,6.0,7.0,5,2
2017-11-28,0,881,121,20.0,17.0,8.0,7.0,7.0,6,3
2017-11-29,0,879,157,20.0,16.0,7.0,6.0,7.0,14,8
2017-11-30,0,878,129,19.0,15.0,7.0,6.0,6.0,10,5
2017-12-01,1,878,28,17.0,,,,,8,4
2017-12-02,1,878,41,18.0,20.0,10.0,8.0,9.0,6,3
2017-12-03,1,878,67,19.0,21.0,10.0,8.0,9.0,6,2
2017-12-04,2,878,52,20.0,19.0,9.0,7.0,8.0,7,3
2017-12-05,0,880,116,21.0,18.0,8.0,7.0,7.0,6,3
2017-12-06,0,880,107,20.0,18.0,8.0,7.0,8.0,9,5
2017-12-07,0,878,75,18.0,18.0,9.0,7.0,8.0,8,5
2017-12-08,1,875,37,18.0,,,,,7,3
2017-12-09,0,875,130,22.0,16.0,6.0,5.0,6.0,7,3
2017-12-10,0,874,170,22.0,16.0,7.0,6.0,6.0,8,4
2017-12-11,0,875,43,20.0,17.0,8.0,7.0,8.0,5,2
2017-12-12,0,879,142,20.0,16.0,7.0,6.0,6.0,9,5
2017-12-13,0,882,132,18.0,14.0,8.0,7.0,7.0,11,6
2017-12-14,0,883,74,18.0,16.0,7.0,7.0,7.0,9,5
2017-12-15,0,882,125,19.0,16.0,8.0,7.0,7.0,8,4
2017-12-16,0,881,85,19.0,17.0,8.0,7.0,8.0,5,2
2017-12-17,0,882,147,20.0,15.0,6.0,5.0,6.0,7,4
2017-12-18,0,883,197,21.0,14.0,7.0,6.0,6.0,9,5
2017-12-19,0,883,186,21.0,14.0,7.0,6.0,6.0,9,4
2017-12-20,0,882,215,21.0,13.0,6.0,5.0,6.0,9,5
2017-12-21,0,880,171,21.0,15.0,7.0,6.0,7.0,8,5
2017-12-22,0,881,137,21.0,15.0,7.0,6.0,7.0,9,5
2017-12-23,0,881,199,22.0,15.0,6.0,6.0,6.0,8,4
2017-12-24,0,880,182,23.0,16.0,6.0,6.0,6.0,7,3
2017-12-25,0,879,132,24.0,17.0,6.0,6.0,6.0,6,3
2017-12-26,0,880,133,23.0,17.0,7.0,6.0,6.0,8,5
2017-12-27,0,881,147,23.0,17.0,7.0,7.0,7.0,9,5
2017-12-28,0,880,178,23.0,17.0,7.0,6.0,7.0,10,5
2017-12-29,0,880,128,22.0,17.0,7.0,7.0,7.0,9,5
2017-12-30,2,880,55,20.0,18.0,8.0,8.0,8.0,8,4
2017-12-31,0,881,112,20.0,17.0,8.0,6.0,7.0,7,3
2018-01-01,0,880,146,22.0,16.0,7.0,6.0,6.0,7,3
2018-01-02,0,878,114,21.0,17.0,7.0,6.0,7.0,7,3
2018-01-03,0,877,106,21.0,17.0,7.0,6.0,7.0,9,4
2018-01-04,0,880,30,18.0,,,,,6,2
2018-01-05,0,882,104,19.0,18.0,7.0,6.0,7.0,7,3
2018-01-06,0,882,113,20.0,17.0,8.0,7.0,8.0,5,2
2018-01-07,0,881,147,21.0,17.0,7.0,6.0,7.0,6,3
2018-01-08,0,882,182,21.0,15.0,7.0,6.0,6.0,9,5
2018-01-09,0,884,183,21.0,13.0,6.0,6.0,6.0,9,5
2018-01-10,0,885,212,22.0,14.0,7.0,6.0,6.0,10,5
2018-01-11,0,884,171,20.0,14.0,7.0,6.0,6.0,9,5
2018-01-12,0,882,154,21.0,14.0,6.0,6.0,6.0,7,3
2018-01-13,0,880,168,21.0,14.0,7.0,6.0,6.0,8,4
2018-01-14,0,882,100,20.0,17.0,8.0,7.0,8.0,8,4
2018-01-15,0,882,97,21.0,17.0,8.0,7.0,8.0,7,4
2018-01-16,0,883,178,22.0,17.0,7.0,6.0,6.0,8,4
2018-01-17,0,883,202,22.0,14.0,6.0,5.0,6.0,8,5
2018-01-18,0,883,224,23.0,11.0,5.0,4.0,5.0,7,4
2018-01-19,0,883,195,23.0,12.0,5.0,4.0,5.0,7,4
2018-01-20,0,882,206,24.0,10.0,4.0,4.0,4.0,7,4
2018-01-21,0,881,199,24.0,9.0,4.0,3.0,4.0,8,5
2018-01-22,0,880,130,22.0,14.0,6.0,5.0,6.0,9,5
2018-01-23,0,880,127,21.0,16.0,7.0,7.0,7.0,9,6
2018-01-24,0,880,152,22.0,15.0,7.0,6.0,6.0,8,4
2018-01-25,0,879,195,22.0,15.0,6.0,6.0,6.0,9,6
2018-01-26,0,879,142,22.0,13.0,6.0,5.0,6.0,8,4
2018-01-27,0,879,137,22.0,15.0,6.0,6.0,6.0,8,5
2018-01-28,0,879,184,22.0,15.0,7.0,6.0,6.0,9,5
2018-01-29,0,878,125,22.0,16.0,7.0,6.0,6.0,7,3
2018-01-30,0,877,75,20.0,19.0,9.0,7.0,8.0,7,2
2018-01-31,1,877,55,19.0,20.0,9.0,8.0,8.0,7,3
2018-02-01,0,878,80,18.0,19.0,9.0,8.0,9.0,10,5
2018-02-02,1,877,51,18.0,,,,,8,4
2018-02-03,0,875,79,18.0,18.0,9.0,7.0,8.0,9,5
2018-02-04,0,877,38,17.0,,,,,10,6
2018-02-05,3,877,31,16.0,,,,,11,6
2018-02-06,1,877,61,18.0,20.0,10.0,8.0,9.0,6,2
2018-02-07,0,878,102,19.0,17.0,7.0,6.0,7.0,5,2
2018-02-08,0,880,152,22.0,16.0,7.0,6.0,7.0,6,2
2018-02-09,0,881,134,21.0,17.0,8.0,7.0,7.0,10,6
2018-02-10,0,882,94,21.0,19.0,9.0,8.0,8.0,6,3
2018-02-11,0,882,157,22.0,17.0,7.0,7.0,7.0,8,4
2018-02-12,0,881,177,22.0,12.0,6.0,5.0,5.0,6,3
2018-02-13,0,882,195,22.0,14.0,6.0,5.0,6.0,7,4
2018-02-14,0,883,199,22.0,14.0,6.0,6.0,6.0,8,5
2018-02-15,0,884,166,21.0,14.0,7.0,6.0,6.0,8,5
2018-02-16,0,885,136,20.0,16.0,8.0,7.0,8.0,8,5
2018-02-17,0,883,130,20.0,16.0,8.0,7.0,7.0,8,5
2018-02-18,0,881,146,21.0,15.0,7.0,6.0,7.0,7,4
2018-02-19,0,879,91,20.0,17.0,8.0,7.0,8.0,8,4
2018-02-20,1,879,113,20.0,18.0,8.0,7.0,8.0,7,3
2018-02-21,0,879,56,20.0,20.0,9.0,8.0,8.0,6,2
2018-02-22,0,879,38,19.0,20.0,10.0,9.0,9.0,6,3
2018-02-23,0,880,75,19.0,18.0,8.0,7.0,8.0,5,2
2018-02-24,0,881,127,20.0,19.0,8.0,7.0,8.0,10,6
2018-02-25,0,881,131,20.0,17.0,7.0,6.0,7.0,10,6
2018-02-26,0,882,117,20.0,18.0,9.0,8.0,8.0,10,5
2018-02-27,0,881,109,21.0,17.0,7.0,6.0,6.0,6,3
2018-02-28,0,881,90,21.0,18.0,8.0,7.0,7.0,8,4
2018-03-01,0,882,141,22.0,17.0,8.0,6.0,7.0,6,3
2018-03-02,1,882,80,21.0,20.0,9.0,8.0,9.0,6,3
2018-03-03,0,880,123,22.0,19.0,8.0,7.0,8.0,7,4
2018-03-04,0,878,111,21.0,19.0,8.0,7.0,8.0,6,3
2018-03-05,0,878,121,22.0,19.0,8.0,7.0,8.0,6,2
2018-03-06,0,878,164,23.0,18.0,7.0,7.0,7.0,5,2
2018-03-07,0,879,118,22.0,18.0,8.0,7.0,7.0,6,3
2018-03-08,1,879,144,22.0,18.0,8.0,7.0,7.0,6,3
2018-03-09,3,880,47,19.0,20.0,10.0,9.0,9.0,5,3
2018-03-10,0,879,105,20.0,21.0,9.0,7.0,8.0,6,3
2018-03-11,0,878,59,19.0,22.0,10.0,9.0,9.0,6,2
2018-03-12,0,877,144,22.0,17.0,7.0,6.0,6.0,6,2
2018-03-13,0,879,174,24.0,16.0,6.0,5.0,5.0,4,2
2018-03-14,1,881,72,23.0,19.0,7.0,6.0,7.0,8,5
2018-03-15,0,882,179,24.0,18.0,7.0,6.0,7.0,7,4
2018-03-16,1,881,141,22.0,17.0,7.0,6.0,7.0,8,3
2018-03-17,0,881,83,20.0,18.0,8.0,7.0,8.0,7,4
2018-03-18,0,880,167,21.0,17.0,7.0,6.0,7.0,8,4
2018-03-19,0,880,191,22.0,17.0,7.0,6.0,6.0,6,3
2018-03-20,0,880,111,21.0,17.0,7.0,7.0,7.0,5,2
2018-03-21,0,881,74,20.0,16.0,8.0,7.0,7.0,4,2
2018-03-22,0,880,124,20.0,18.0,9.0,7.0,8.0,6,3
2018-03-23,0,881,139,20.0,18.0,8.0,7.0,7.0,10,6
2018-03-24,0,883,148,19.0,15.0,8.0,7.0,7.0,9,5
2018-03-25,0,883,168,20.0,16.0,8.0,7.0,7.0,10,6
2018-03-26,0,883,188,20.0,14.0,7.0,6.0,6.0,9,5
2018-03-27,0,884,169,20.0,14.0,7.0,6.0,7.0,9,5
2018-03-28,0,883,166,20.0,14.0,7.0,6.0,7.0,8,5
2018-03-29,0,883,183,19.0,15.0,7.0,7.0,7.0,9,5
2018-03-30,0,882,166,19.0,15.0,7.0,6.0,7.0,9,6
2018-03-31,0,881,160,20.0,15.0,7.0,7.0,7.0,8,5
2018-04-01,0,880,184,20.0,15.0,7.0,6.0,7.0,7,4
2018-04-02,0,880,118,21.0,16.0,7.0,7.0,7.0,6,3
2018-04-03,0,878,141,22.0,17.0,7.0,7.0,7.0,5,3
2018-04-04,0,878,141,21.0,17.0,8.0,6.0,7.0,6,3
2018-04-05,0,878,133,20.0,18.0,8.0,6.0,7.0,6,3
2018-04-06,0,880,110,19.0,15.0,7.0,6.0,7.0,8,5
2018-04-07,0,881,143,20.0,16.0,8.0,7.0,7.0,9,6
2018-04-08,0,882,139,20.0,16.0,7.0,6.0,7.0,7,4
2018-04-09,0,883,158,19.0,16.0,7.0,6.0,7.0,9,5
2018-04-10,0,884,145,19.0,15.0,7.0,6.0,7.0,8,4
2018-04-11,0,884,161,19.0,14.0,7.0,6.0,6.0,10,5
2018-04-12,0,884,104,18.0,13.0,7.0,7.0,7.0,12,7
2018-04-13,0,885,152,19.0,15.0,8.0,7.0,7.0,9,5
2018-04-14,0,885,158,20.0,14.0,7.0,6.0,7.0,9,6
2018-04-15,0,885,110,19.0,15.0,7.0,7.0,7.0,13,7
2018-04-16,0,884,99,17.0,15.0,9.0,8.0,8.0,16,9
2018-04-17,0,885,148,17.0,12.0,7.0,7.0,7.0,16,9
2018-04-18,0,887,153,17.0,11.0,7.0,7.0,7.0,12,7
2018-04-19,0,887,138,17.0,13.0,8.0,7.0,7.0,7,4
2018-04-20,0,884,139,18.0,13.0,7.0,6.0,7.0,7,4
2018-04-21,0,883,95,17.0,14.0,8.0,7.0,8.0,9,6
2018-04-22,0,883,123,17.0,13.0,8.0,7.0,7.0,10,6
2018-04-23,0,884,117,17.0,13.0,8.0,7.0,7.0,10,5
2018-04-24,0,885,119,18.0,14.0,8.0,7.0,8.0,10,6
2018-04-25,0,885,120,18.0,15.0,8.0,7.0,8.0,9,6
2018-04-26,0,884,155,19.0,15.0,7.0,7.0,7.0,9,6
2018-04-27,0,884,142,19.0,14.0,8.0,7.0,7.0,9,5
2018-04-28,0,885,149,19.0,14.0,7.0,6.0,7.0,9,5
2018-04-29,0,884,131,18.0,13.0,7.0,7.0,7.0,8,4
2018-04-30,0,884,162,18.0,11.0,6.0,6.0,6.0,7,4
2018-05-01,0,885,150,19.0,10.0,6.0,5.0,5.0,6,4
2018-05-02,0,885,180,19.0,8.0,5.0,4.0,5.0,9,6
2018-05-03,0,885,166,19.0,10.0,5.0,5.0,5.0,9,6
2018-05-04,0,884,162,19.0,12.0,6.0,6.0,6.0,9,6
2018-05-05,0,885,146,19.0,14.0,7.0,6.0,7.0,7,4
2018-05-06,0,885,120,19.0,14.0,8.0,7.0,7.0,7,4
2018-05-07,0,885,120,18.0,13.0,7.0,7.0,7.0,11,7
2018-05-08,0,884,124,18.0,13.0,7.0,6.0,7.0,12,7
2018-05-09,0,885,122,17.0,13.0,8.0,7.0,7.0,15,9
2018-05-10,0,884,161,16.0,12.0,7.0,7.0,7.0,11,7
2018-05-11,0,884,159,18.0,11.0,7.0,6.0,6.0,7,4
2018-05-12,0,882,138,20.0,12.0,6.0,6.0,6.0,5,2
2018-05-13,0,882,108,20.0,12.0,6.0,5.0,6.0,4,2
2018-05-14,0,884,123,19.0,15.0,8.0,7.0,7.0,10,6
2018-05-15,0,884,110,18.0,14.0,8.0,7.0,7.0,8,4
2018-05-16,0,883,123,19.0,14.0,7.0,7.0,7.0,7,4
2018-05-17,0,883,110,19.0,15.0,8.0,7.0,8.0,7,4
2018-05-18,0,883,106,18.0,15.0,8.0,8.0,8.0,9,5
2018-05-19,0,881,87,18.0,15.0,9.0,8.0,8.0,9,5
2018-05-20,0,879,52,14.0,11.0,8.0,8.0,8.0,11,5
2018-05-21,0,882,163,15.0,4.0,5.0,4.0,4.0,3,1
2018-05-22,0,884,159,17.0,8.0,6.0,5.0,5.0,6,3
2018-05-23,0,885,157,18.0,11.0,7.0,6.0,7.0,6,3
2018-05-24,0,887,123,16.0,12.0,8.0,7.0,7.0,11,8
2018-05-25,0,886,134,16.0,12.0,8.0,7.0,8.0,10,6
2018-05-26,0,886,121,15.0,13.0,8.0,8.0,8.0,10,7
2018-05-27,0,887,135,16.0,12.0,8.0,7.0,8.0,10,6
2018-05-28,0,887,154,15.0,10.0,7.0,7.0,7.0,11,7
2018-05-29,0,887,125,15.0,11.0,7.0,7.0,7.0,11,8
2018-05-30,0,886,134,15.0,10.0,7.0,6.0,7.0,9,6
2018-05-31,0,884,118,15.0,10.0,7.0,7.0,7.0,8,5
2018-06-01,0,883,122,17.0,11.0,7.0,6.0,6.0,6,4
2018-06-02,0,884,133,18.0,12.0,7.0,6.0,6.0,5,3
2018-06-03,0,886,121,20.0,11.0,6.0,5.0,5.0,5,3
2018-06-04,0,886,111,17.0,14.0,8.0,8.0,8.0,12,8
2018-06-05,0,883,121,16.0,13.0,8.0,7.0,8.0,8,5
2018-06-06,0,881,121,18.0,14.0,7.0,7.0,7.0,7,4
2018-06-07,0,883,101,20.0,14.0,7.0,6.0,6.0,5,2
2018-06-08,0,884,111,19.0,14.0,7.0,7.0,7.0,6,3
2018-06-09,0,885,107,18.0,16.0,8.0,8.0,8.0,8,6
2018-06-10,0,885,121,17.0,15.0,8.0,7.0,8.0,11,7
2018-06-11,0,885,112,17.0,15.0,7.0,6.0,7.0,6,3
2018-06-12,0,884,124,19.0,14.0,8.0,7.0,7.0,5,2
2018-06-13,0,884,137,20.0,14.0,7.0,6.0,6.0,4,2
2018-06-14,0,885,135,20.0,15.0,7.0,7.0,7.0,6,4
2018-06-15,0,886,81,18.0,15.0,8.0,7.0,8.0,9,5
2018-06-16,0,887,137,17.0,13.0,7.0,7.0,7.0,8,5
2018-06-17,0,888,107,16.0,13.0,8.0,7.0,8.0,8,5
2018-06-18,0,889,125,16.0,13.0,8.0,7.0,7.0,9,6
2018-06-19,0,889,90,15.0,14.0,9.0,8.0,8.0,12,7
2018-06-20,0,888,145,15.0,13.0,7.0,6.0,7.0,10,6
2018-06-21,0,887,144,16.0,11.0,6.0,5.0,5.0,7,4
2018-06-22,0,886,131,18.0,11.0,6.0,6.0,6.0,5,3
2018-06-23,0,885,126,18.0,12.0,7.0,6.0,6.0,8,5
2018-06-24,0,885,61,17.0,14.0,8.0,7.0,8.0,7,5
2018-06-25,0,884,132,17.0,13.0,7.0,7.0,7.0,8,5
2018-06-26,0,884,97,18.0,14.0,7.0,7.0,7.0,7,4
2018-06-27,0,885,86,18.0,13.0,7.0,6.0,7.0,6,4
2018-06-28,0,886,121,17.0,11.0,7.0,6.0,7.0,9,5
2018-06-29,0,885,115,16.0,10.0,7.0,6.0,7.0,8,5
2018-06-30,0,883,121,17.0,12.0,7.0,6.0,7.0,7,4
2018-07-01,0,883,129,17.0,13.0,7.0,7.0,7.0,7,4
2018-07-02,0,883,135,18.0,12.0,7.0,6.0,7.0,7,4
2018-07-03,0,883,122,19.0,11.0,6.0,5.0,5.0,5,3
2018-07-04,0,884,138,18.0,11.0,6.0,6.0,6.0,9,6
2018-07-05,0,885,126,17.0,11.0,7.0,6.0,6.0,7,4
2018-07-06,0,885,149,17.0,10.0,7.0,6.0,6.0,7,4
2018-07-07,0,885,149,17.0,10.0,6.0,6.0,6.0,8,4
2018-07-08,0,884,145,18.0,10.0,6.0,5.0,5.0,5,2
2018-07-09,0,884,143,20.0,10.0,5.0,5.0,5.0,5,2
2018-07-10,0,884,139,20.0,10.0,5.0,5.0,5.0,6,3
2018-07-11,0,884,97,16.0,13.0,7.0,6.0,7.0,8,5
2018-07-12,0,886,140,15.0,12.0,7.0,6.0,7.0,8,5
2018-07-13,0,886,120,16.0,12.0,7.0,6.0,6.0,8,5
2018-07-14,0,885,112,17.0,12.0,8.0,7.0,7.0,6,3
2018-07-15,0,886,134,17.0,12.0,7.0,6.0,7.0,8,5
2018-07-16,0,887,153,17.0,11.0,7.0,6.0,6.0,7,4
2018-07-17,0,887,137,17.0,12.0,8.0,7.0,7.0,8,5
2018-07-18,0,887,106,16.0,12.0,7.0,7.0,7.0,9,5
2018-07-19,0,886,145,17.0,12.0,7.0,6.0,7.0,8,5
2018-07-20,0,885,156,17.0,11.0,7.0,6.0,7.0,7,4
2018-07-21,0,885,152,18.0,11.0,6.0,6.0,6.0,7,4
2018-07-22,0,885,142,17.0,12.0,7.0,7.0,7.0,10,6
2018-07-23,0,887,122,16.0,11.0,7.0,6.0,7.0,8,5
2018-07-24,0,887,131,16.0,11.0,7.0,6.0,7.0,9,6
2018-07-25,0,888,153,16.0,10.0,7.0,6.0,6.0,9,5
2018-07-26,0,888,148,15.0,10.0,7.0,6.0,7.0,9,6
2018-07-27,0,886,147,16.0,10.0,7.0,6.0,7.0,9,6
2018-07-28,0,885,157,17.0,10.0,6.0,6.0,6.0,8,5
2018-07-29,0,884,158,17.0,11.0,7.0,6.0,6.0,8,5
2018-07-30,0,883,156,18.0,11.0,6.0,6.0,6.0,6,3
2018-07-31,0,882,109,19.0,11.0,6.0,5.0,6.0,7,3
2018-08-01,0,882,127,17.0,13.0,8.0,7.0,7.0,9,6
2018-08-02,0,883,91,16.0,15.0,8.0,7.0,8.0,10,7
2018-08-03,0,882,124,16.0,15.0,8.0,7.0,7.0,12,7
2018-08-04,0,882,69,16.0,16.0,9.0,8.0,8.0,7,4
2018-08-05,0,882,110,19.0,15.0,8.0,7.0,7.0,4,2
2018-08-06,0,884,84,19.0,16.0,8.0,8.0,8.0,8,5
2018-08-07,0,885,81,17.0,17.0,9.0,7.0,8.0,10,6
2018-08-08,0,886,149,18.0,15.0,7.0,6.0,6.0,10,7
2018-08-09,0,884,80,18.0,15.0,8.0,7.0,8.0,7,4
2018-08-10,0,882,107,19.0,15.0,7.0,7.0,7.0,8,3
2018-08-11,0,882,185,20.0,4.0,4.0,3.0,3.0,8,4
2018-08-12,0,883,183,19.0,2.0,3.0,3.0,3.0,7,4
2018-08-13,0,883,178,17.0,9.0,6.0,6.0,6.0,9,6
2018-08-14,0,883,180,17.0,9.0,6.0,5.0,6.0,9,6
2018-08-15,0,883,176,19.0,10.0,6.0,5.0,6.0,9,6
2018-08-16,0,886,108,17.0,12.0,7.0,7.0,7.0,13,9
2018-08-17,0,888,79,15.0,13.0,8.0,7.0,8.0,9,6
2018-08-18,0,887,133,15.0,13.0,7.0,6.0,7.0,12,7
2018-08-19,0,887,152,16.0,12.0,6.0,5.0,6.0,9,5
2018-08-20,0,887,181,17.0,10.0,6.0,5.0,6.0,9,5
2018-08-21,0,887,191,17.0,9.0,6.0,5.0,6.0,9,6
2018-08-22,0,886,168,17.0,9.0,6.0,5.0,6.0,8,5
2018-08-23,0,884,153,18.0,11.0,6.0,6.0,6.0,10,6
2018-08-24,0,884,181,19.0,12.0,6.0,6.0,6.0,9,6
2018-08-25,0,885,110,18.0,12.0,7.0,6.0,7.0,8,5
2018-08-26,0,885,141,19.0,14.0,7.0,6.0,7.0,8,5
2018-08-27,0,887,156,18.0,13.0,7.0,6.0,7.0,12,7
2018-08-28,0,887,81,15.0,13.0,7.0,7.0,7.0,13,8
2018-08-29,0,888,126,16.0,13.0,8.0,8.0,8.0,10,6
2018-08-30,0,886,144,16.0,13.0,8.0,7.0,8.0,9,5
2018-08-31,0,883,176,18.0,11.0,7.0,6.0,6.0,9,5
2018-09-01,0,883,190,20.0,11.0,6.0,5.0,5.0,8,5
2018-09-02,0,882,196,20.0,12.0,6.0,6.0,6.0,9,6
2018-09-03,0,880,182,21.0,12.0,6.0,5.0,6.0,7,4
2018-09-04,0,878,160,19.0,11.0,6.0,5.0,6.0,9,4
2018-09-05,0,881,206,16.0,7.0,5.0,5.0,5.0,10,5
2018-09-06,0,884,201,17.0,10.0,6.0,6.0,6.0,14,9
2018-09-07,0,885,203,18.0,11.0,7.0,6.0,6.0,11,7
2018-09-08,0,884,212,18.0,10.0,6.0,6.0,6.0,8,5
2018-09-09,0,884,213,18.0,9.0,6.0,5.0,6.0,9,5
2018-09-10,0,883,203,19.0,10.0,6.0,5.0,5.0,10,6
2018-09-11,0,882,184,19.0,11.0,6.0,5.0,6.0,9,5
2018-09-12,0,883,172,18.0,14.0,8.0,7.0,7.0,14,9
2018-09-13,0,883,180,17.0,14.0,8.0,8.0,8.0,13,8
2018-09-14,0,881,172,17.0,13.0,8.0,7.0,7.0,10,6
2018-09-15,1,880,37,16.0,17.0,10.0,9.0,10.0,5,2
2018-09-16,0,880,108,18.0,17.0,9.0,8.0,8.0,5,2
