Data,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2018-09-17,0,881,61,18.0,17.0,9.0,8.0,9.0,6,3
2018-09-18,0,881,62,18.0,16.0,9.0,8.0,8.0,4,2
2018-09-19,0,882,143,21.0,17.0,8.0,7.0,7.0,4,2
2018-09-20,0,883,63,19.0,17.0,8.0,8.0,8.0,6,3
2018-09-21,0,882,92,19.0,17.0,7.0,7.0,7.0,7,3
2018-09-22,0,881,166,22.0,17.0,7.0,7.0,7.0,6,3
2018-09-23,0,881,175,21.0,16.0,7.0,7.0,7.0,10,6
2018-09-24,0,882,179,22.0,15.0,6.0,6.0,6.0,9,6
2018-09-25,0,881,204,22.0,13.0,6.0,5.0,5.0,10,6
2018-09-26,0,881,201,21.0,13.0,6.0,6.0,6.0,10,6
2018-09-27,0,881,194,22.0,14.0,6.0,6.0,6.0,9,5
2018-09-28,0,881,111,22.0,16.0,7.0,6.0,6.0,9,6
2018-09-29,0,881,153,20.0,18.0,8.0,7.0,8.0,13,8
2018-09-30,0,881,74,19.0,18.0,8.0,8.0,8.0,11,7
2018-10-01,0,882,138,20.0,17.0,8.0,7.0,7.0,11,6
2018-10-02,0,882,167,20.0,17.0,7.0,6.0,7.0,8,4
2018-10-03,0,881,195,23.0,16.0,7.0,6.0,6.0,8,5
2018-10-04,0,881,134,23.0,16.0,6.0,6.0,6.0,9,6
2018-10-05,0,881,151,22.0,18.0,8.0,7.0,7.0,12,7
2018-10-06,0,882,91,19.0,18.0,8.0,7.0,8.0,10,6
2018-10-07,0,883,79,17.0,17.0,9.0,7.0,8.0,10,6
2018-10-08,0,882,167,20.0,16.0,7.0,6.0,6.0,10,6
2018-10-09,0,881,131,21.0,15.0,7.0,6.0,7.0,9,6
2018-10-10,0,881,118,22.0,15.0,6.0,6.0,6.0,8,5
2018-10-11,0,881,151,23.0,16.0,7.0,6.0,6.0,10,7
2018-10-12,0,883,117,20.0,18.0,8.0,7.0,7.0,11,7
2018-10-13,0,882,203,23.0,16.0,7.0,6.0,6.0,8,4
2018-10-14,0,880,151,23.0,17.0,7.0,6.0,6.0,8,4
2018-10-15,1,879,91,20.0,20.0,8.0,7.0,8.0,8,5
2018-10-16,0,880,203,21.0,19.0,8.0,6.0,7.0,9,5
2018-10-17,0,881,80,21.0,19.0,8.0,7.0,7.0,8,5
2018-10-18,0,881,83,20.0,20.0,9.0,7.0,8.0,8,4
2018-10-19,0,878,108,21.0,18.0,8.0,7.0,7.0,6,3
2018-10-20,0,879,132,19.0,14.0,7.0,6.0,7.0,16,10
2018-10-21,0,880,148,16.0,14.0,8.0,7.0,7.0,14,9
2018-10-22,0,882,209,18.0,14.0,7.0,6.0,6.0,9,5
2018-10-23,0,882,228,20.0,14.0,6.0,5.0,5.0,9,5
2018-10-24,0,882,159,21.0,15.0,7.0,6.0,7.0,8,4
2018-10-25,1,881,80,19.0,20.0,10.0,8.0,8.0,6,3
2018-10-26,0,879,100,20.0,19.0,7.0,6.0,7.0,8,3
2018-10-27,0,877,90,20.0,20.0,8.0,6.0,7.0,8,4
2018-10-28,0,878,173,21.0,17.0,7.0,6.0,6.0,6,3
2018-10-29,0,880,94,18.0,19.0,10.0,8.0,8.0,12,8
2018-10-30,0,882,162,19.0,18.0,7.0,6.0,7.0,10,6
2018-10-31,0,883,151,20.0,18.0,7.0,6.0,7.0,9,5
2018-11-01,1,881,148,21.0,18.0,8.0,6.0,7.0,9,5
2018-11-02,0,880,130,21.0,18.0,8.0,7.0,7.0,8,5
2018-11-03,0,880,181,22.0,16.0,7.0,6.0,6.0,8,5
2018-11-04,0,879,100,21.0,17.0,8.0,7.0,7.0,6,3
2018-11-05,0,880,75,18.0,,,,,12,7
2018-11-06,0,881,106,18.0,17.0,8.0,7.0,7.0,12,7
2018-11-07,0,882,114,19.0,17.0,7.0,6.0,7.0,9,5
2018-11-08,1,882,46,16.0,18.0,9.0,9.0,9.0,13,8
2018-11-09,1,882,30,14.0,,,,,18,11
2018-11-10,0,880,86,16.0,,,,,10,6
2018-11-11,0,880,151,18.0,18.0,8.0,7.0,8.0,9,5
2018-11-12,0,880,152,20.0,18.0,7.0,6.0,7.0,9,5
2018-11-13,0,882,158,21.0,18.0,7.0,6.0,7.0,9,5
2018-11-14,0,880,182,22.0,18.0,7.0,6.0,7.0,8,4
2018-11-15,1,879,112,21.0,20.0,8.0,7.0,7.0,6,3
2018-11-16,0,881,84,19.0,20.0,9.0,7.0,7.0,8,5
2018-11-17,0,883,119,20.0,17.0,7.0,6.0,7.0,10,6
2018-11-18,0,882,150,20.0,18.0,8.0,7.0,8.0,9,5
2018-11-19,0,881,68,19.0,18.0,9.0,8.0,8.0,5,2
2018-11-20,2,882,32,17.0,,,,,7,5
2018-11-21,2,883,21,16.0,,,,,11,6
2018-11-22,0,883,99,17.0,19.0,9.0,8.0,8.0,10,6
2018-11-23,0,882,134,19.0,19.0,8.0,6.0,8.0,10,6
2018-11-24,0,881,85,18.0,18.0,8.0,7.0,8.0,8,4
2018-11-25,0,881,82,17.0,21.0,10.0,8.0,9.0,8,5
2018-11-26,0,882,150,19.0,15.0,7.0,6.0,6.0,8,4
2018-11-27,0,883,167,19.0,15.0,7.0,6.0,6.0,11,6
2018-11-28,0,882,205,20.0,14.0,6.0,5.0,6.0,9,5
2018-11-29,0,881,190,20.0,15.0,7.0,6.0,7.0,8,5
2018-11-30,0,878,157,22.0,17.0,7.0,6.0,7.0,7,3
2018-12-01,2,877,34,18.0,18.0,9.0,8.0,8.0,7,3
2018-12-02,0,876,82,19.0,21.0,9.0,7.0,8.0,6,2
2018-12-03,0,876,74,18.0,,,,,12,8
2018-12-04,0,876,179,20.0,19.0,8.0,6.0,7.0,10,5
2018-12-05,0,878,197,22.0,18.0,7.0,5.0,6.0,7,4
2018-12-06,2,880,135,21.0,19.0,7.0,6.0,7.0,10,5
2018-12-07,0,881,79,20.0,22.0,,,9.0,8,4
2018-12-08,0,881,180,19.0,16.0,7.0,6.0,7.0,14,8
2018-12-09,0,885,159,16.0,15.0,8.0,7.0,7.0,14,8
2018-12-10,0,887,181,18.0,16.0,7.0,6.0,6.0,9,5
2018-12-11,0,887,162,19.0,17.0,7.0,6.0,7.0,9,5
2018-12-12,0,885,209,21.0,17.0,6.0,5.0,6.0,9,5
2018-12-13,0,884,178,21.0,17.0,7.0,5.0,7.0,6,2
2018-12-14,0,884,193,23.0,15.0,6.0,5.0,5.0,6,3
2018-12-15,0,885,205,24.0,16.0,6.0,6.0,6.0,8,4
2018-12-16,0,885,196,23.0,17.0,7.0,6.0,6.0,8,5
2018-12-17,0,884,193,22.0,16.0,7.0,6.0,6.0,8,4
2018-12-18,0,883,193,23.0,17.0,7.0,6.0,6.0,7,4
2018-12-19,0,882,162,24.0,19.0,7.0,6.0,7.0,7,3
2018-12-20,0,881,147,23.0,18.0,7.0,5.0,6.0,9,5
2018-12-21,0,880,161,24.0,19.0,7.0,6.0,7.0,7,4
2018-12-22,1,880,154,22.0,17.0,7.0,5.0,6.0,9,5
2018-12-23,0,880,164,22.0,18.0,7.0,6.0,7.0,7,3
2018-12-24,0,880,123,22.0,19.0,8.0,6.0,7.0,7,3
2018-12-25,0,880,162,20.0,18.0,8.0,6.0,6.0,9,5
2018-12-26,0,880,93,20.0,20.0,9.0,7.0,8.0,7,4
2018-12-27,0,879,52,18.0,21.0,,,10.0,7,4
2018-12-28,0,879,84,18.0,21.0,,,10.0,6,3
2018-12-29,1,879,61,19.0,23.0,,,9.0,6,3
2018-12-30,0,879,96,20.0,22.0,9.0,7.0,9.0,5,2
2018-12-31,1,880,80,19.0,,,,,6,2
2019-01-01,0,883,114,19.0,21.0,9.0,7.0,8.0,6,2
2019-01-02,0,884,149,22.0,19.0,8.0,6.0,7.0,6,3
2019-01-03,0,882,120,22.0,19.0,7.0,6.0,7.0,6,3
2019-01-04,0,882,93,20.0,17.0,8.0,7.0,7.0,7,3
2019-01-05,0,882,152,22.0,17.0,7.0,6.0,7.0,4,2
2019-01-06,0,882,198,23.0,17.0,7.0,6.0,6.0,5,2
2019-01-07,0,883,198,23.0,18.0,7.0,6.0,6.0,8,4
2019-01-08,0,883,166,22.0,20.0,8.0,7.0,7.0,8,5
2019-01-09,0,883,178,21.0,16.0,7.0,6.0,6.0,8,5
2019-01-10,0,883,183,21.0,16.0,7.0,6.0,7.0,9,5
2019-01-11,0,883,158,22.0,17.0,7.0,7.0,7.0,7,4
2019-01-12,0,883,174,23.0,18.0,7.0,6.0,6.0,6,3
2019-01-13,0,883,165,22.0,17.0,7.0,6.0,6.0,8,4
2019-01-14,0,883,213,22.0,16.0,7.0,6.0,6.0,9,5
2019-01-15,0,883,196,23.0,18.0,7.0,6.0,7.0,7,4
2019-01-16,0,884,147,23.0,19.0,7.0,6.0,7.0,8,5
2019-01-17,0,883,169,22.0,18.0,8.0,7.0,7.0,9,5
2019-01-18,0,882,158,23.0,18.0,7.0,6.0,7.0,7,4
2019-01-19,0,882,203,24.0,17.0,7.0,6.0,6.0,8,4
2019-01-20,0,882,154,23.0,17.0,7.0,6.0,7.0,7,4
2019-01-21,0,883,144,23.0,18.0,7.0,7.0,7.0,8,5
2019-01-22,0,883,182,23.0,18.0,7.0,6.0,6.0,8,4
2019-01-23,0,883,194,23.0,17.0,6.0,5.0,6.0,7,4
2019-01-24,0,883,223,23.0,16.0,6.0,6.0,6.0,9,6
2019-01-25,0,882,172,22.0,17.0,7.0,7.0,7.0,10,6
2019-01-26,0,883,116,20.0,17.0,8.0,7.0,7.0,11,6
2019-01-27,0,884,179,21.0,16.0,6.0,5.0,5.0,9,5
2019-01-28,0,885,184,23.0,17.0,7.0,6.0,6.0,10,6
2019-01-29,0,885,193,24.0,16.0,7.0,6.0,6.0,8,5
2019-01-30,0,883,186,24.0,16.0,6.0,6.0,6.0,7,4
2019-01-31,0,882,180,24.0,15.0,6.0,5.0,5.0,7,4
2019-02-01,0,882,203,24.0,15.0,6.0,5.0,6.0,8,5
2019-02-02,0,882,204,25.0,16.0,6.0,5.0,6.0,8,5
2019-02-03,0,881,144,25.0,16.0,6.0,5.0,5.0,7,4
2019-02-04,0,880,91,22.0,17.0,7.0,6.0,7.0,9,5
2019-02-05,0,880,159,22.0,18.0,7.0,6.0,7.0,12,7
2019-02-06,0,881,57,19.0,19.0,8.0,8.0,8.0,9,5
2019-02-07,0,880,42,18.0,,,,,5,2
2019-02-08,0,879,174,21.0,19.0,7.0,6.0,7.0,6,3
2019-02-09,0,880,160,21.0,18.0,7.0,6.0,7.0,9,6
2019-02-10,0,881,166,22.0,18.0,7.0,6.0,6.0,9,5
2019-02-11,0,882,141,22.0,19.0,7.0,6.0,7.0,6,3
2019-02-12,0,882,138,23.0,17.0,7.0,7.0,7.0,7,4
2019-02-13,3,881,83,21.0,19.0,8.0,7.0,7.0,9,5
2019-02-14,0,881,124,19.0,19.0,8.0,7.0,7.0,12,7
2019-02-15,0,880,68,19.0,,,,,8,4
2019-02-16,1,879,46,19.0,,,,,8,3
2019-02-17,1,880,52,19.0,,,,,5,2
2019-02-18,0,881,73,19.0,22.0,10.0,7.0,8.0,6,2
2019-02-19,0,882,73,20.0,20.0,8.0,7.0,7.0,6,2
2019-02-20,0,881,110,22.0,20.0,8.0,7.0,7.0,5,2
2019-02-21,0,882,60,19.0,18.0,9.0,7.0,8.0,8,4
2019-02-22,0,883,192,23.0,19.0,6.0,6.0,6.0,9,6
2019-02-23,0,882,200,24.0,18.0,7.0,6.0,6.0,7,4
2019-02-24,0,880,181,25.0,18.0,7.0,6.0,6.0,6,3
2019-02-25,0,880,175,25.0,18.0,7.0,6.0,6.0,6,3
2019-02-26,0,880,178,24.0,17.0,6.0,6.0,6.0,7,3
2019-02-27,0,881,127,22.0,18.0,7.0,6.0,6.0,7,3
2019-02-28,0,882,78,20.0,19.0,8.0,7.0,8.0,6,3
2019-03-01,1,882,146,21.0,18.0,7.0,6.0,6.0,6,3
2019-03-02,0,883,59,19.0,20.0,,,9.0,5,2
2019-03-03,0,882,168,21.0,18.0,7.0,6.0,7.0,8,5
2019-03-04,0,883,132,21.0,17.0,8.0,7.0,7.0,9,5
2019-03-05,0,884,134,21.0,18.0,8.0,7.0,7.0,9,5
2019-03-06,0,884,138,21.0,19.0,8.0,7.0,7.0,9,5
2019-03-07,0,885,159,22.0,19.0,7.0,6.0,6.0,9,5
2019-03-08,0,883,154,23.0,18.0,7.0,6.0,7.0,8,4
2019-03-09,0,882,215,24.0,19.0,7.0,6.0,7.0,6,3
2019-03-10,0,881,152,23.0,20.0,8.0,7.0,7.0,7,4
2019-03-11,0,881,131,21.0,19.0,8.0,7.0,7.0,8,4
2019-03-12,0,882,179,21.0,18.0,7.0,6.0,7.0,10,6
2019-03-13,0,882,132,22.0,19.0,8.0,7.0,8.0,7,3
2019-03-14,0,882,157,23.0,18.0,7.0,6.0,7.0,6,3
2019-03-15,0,881,185,23.0,17.0,7.0,6.0,7.0,6,3
2019-03-16,0,881,141,21.0,20.0,8.0,7.0,7.0,9,5
2019-03-17,0,881,40,20.0,,,,,7,4
2019-03-18,0,880,152,22.0,20.0,8.0,7.0,8.0,5,2
2019-03-19,0,879,136,23.0,20.0,8.0,7.0,8.0,5,2
2019-03-20,0,878,118,22.0,21.0,9.0,7.0,8.0,7,3
2019-03-21,1,878,96,20.0,22.0,9.0,7.0,8.0,9,5
2019-03-22,1,880,40,17.0,,,,,17,11
2019-03-23,0,882,137,18.0,17.0,8.0,7.0,7.0,13,8
2019-03-24,0,882,114,20.0,19.0,8.0,7.0,7.0,9,5
2019-03-25,0,881,164,21.0,17.0,7.0,6.0,6.0,8,4
2019-03-26,0,882,177,21.0,17.0,7.0,6.0,6.0,7,5
2019-03-27,0,884,164,21.0,17.0,7.0,7.0,7.0,10,6
2019-03-28,0,885,182,20.0,16.0,8.0,7.0,7.0,10,6
2019-03-29,0,885,136,19.0,16.0,8.0,7.0,7.0,10,7
2019-03-30,0,884,147,19.0,17.0,7.0,6.0,7.0,11,7
2019-03-31,0,882,149,19.0,16.0,7.0,6.0,7.0,9,5
2019-04-01,0,882,128,19.0,17.0,8.0,7.0,7.0,7,4
2019-04-02,0,881,146,20.0,18.0,7.0,6.0,7.0,7,4
2019-04-03,0,880,119,21.0,18.0,8.0,7.0,7.0,6,3
2019-04-04,0,879,138,22.0,19.0,8.0,7.0,7.0,4,2
2019-04-05,0,881,101,22.0,20.0,8.0,7.0,7.0,5,3
2019-04-06,0,882,112,21.0,20.0,9.0,7.0,8.0,5,2
2019-04-07,0,883,134,22.0,19.0,8.0,7.0,7.0,6,3
2019-04-08,0,882,161,22.0,18.0,8.0,7.0,7.0,6,3
2019-04-09,0,881,83,20.0,17.0,8.0,7.0,8.0,6,3
2019-04-10,0,881,164,20.0,18.0,8.0,7.0,7.0,13,8
2019-04-11,0,882,163,20.0,17.0,7.0,6.0,6.0,10,6
2019-04-12,0,882,115,20.0,18.0,7.0,6.0,7.0,7,5
2019-04-13,0,882,142,21.0,18.0,8.0,7.0,7.0,8,5
2019-04-14,0,882,122,21.0,19.0,8.0,7.0,8.0,8,5
2019-04-15,1,883,107,20.0,20.0,8.0,7.0,8.0,9,5
2019-04-16,0,883,74,19.0,20.0,9.0,7.0,8.0,8,5
2019-04-17,0,880,60,19.0,,,,,6,3
2019-04-18,0,880,130,21.0,16.0,7.0,6.0,6.0,7,3
2019-04-19,0,881,188,21.0,14.0,6.0,5.0,6.0,6,3
2019-04-20,0,881,180,22.0,15.0,6.0,6.0,6.0,5,2
2019-04-21,0,881,143,22.0,16.0,7.0,6.0,6.0,6,3
2019-04-22,0,881,115,21.0,18.0,8.0,6.0,7.0,7,4
2019-04-23,0,883,166,21.0,18.0,8.0,7.0,8.0,8,5
2019-04-24,0,885,111,20.0,18.0,8.0,7.0,7.0,7,4
2019-04-25,0,885,88,19.0,18.0,8.0,7.0,8.0,8,4
2019-04-26,0,884,144,20.0,18.0,7.0,6.0,7.0,8,5
2019-04-27,0,883,157,21.0,17.0,8.0,7.0,7.0,8,5
2019-04-28,0,881,148,21.0,17.0,7.0,6.0,7.0,6,3
2019-04-29,0,880,130,21.0,17.0,8.0,7.0,7.0,7,3
2019-04-30,0,882,148,20.0,17.0,8.0,7.0,7.0,8,5
2019-05-01,0,882,133,21.0,17.0,7.0,6.0,6.0,8,4
2019-05-02,2,882,78,20.0,19.0,8.0,7.0,8.0,6,3
2019-05-03,0,883,104,20.0,19.0,8.0,7.0,7.0,5,3
2019-05-04,0,884,137,21.0,20.0,8.0,7.0,7.0,7,4
2019-05-05,0,884,138,20.0,17.0,7.0,7.0,7.0,8,5
2019-05-06,0,884,121,20.0,16.0,8.0,7.0,7.0,7,4
2019-05-07,0,882,141,22.0,17.0,7.0,6.0,7.0,4,2
2019-05-08,0,883,115,19.0,20.0,9.0,7.0,8.0,10,7
2019-05-09,0,883,88,17.0,18.0,9.0,8.0,8.0,11,7
2019-05-10,0,882,105,18.0,17.0,8.0,7.0,7.0,9,5
2019-05-11,0,882,122,18.0,17.0,8.0,7.0,8.0,7,4
2019-05-12,0,883,155,20.0,17.0,8.0,7.0,7.0,5,3
2019-05-13,0,884,138,21.0,18.0,7.0,7.0,7.0,6,3
2019-05-14,0,883,122,21.0,18.0,8.0,7.0,7.0,6,4
2019-05-15,0,881,64,19.0,18.0,9.0,7.0,8.0,9,5
2019-05-16,0,883,90,17.0,17.0,9.0,7.0,8.0,12,7
2019-05-17,0,883,44,16.0,,,,,11,6
2019-05-18,0,883,104,17.0,17.0,8.0,7.0,7.0,9,5
2019-05-19,0,883,154,18.0,17.0,8.0,7.0,7.0,7,5
2019-05-20,0,883,137,19.0,14.0,6.0,5.0,6.0,6,3
2019-05-21,0,883,153,20.0,12.0,6.0,5.0,6.0,6,3
2019-05-22,0,883,148,21.0,12.0,6.0,5.0,5.0,5,3
2019-05-23,0,882,131,20.0,14.0,6.0,6.0,6.0,6,3
2019-05-24,0,881,124,21.0,15.0,7.0,6.0,6.0,6,2
2019-05-25,0,881,112,19.0,16.0,7.0,7.0,7.0,8,4
2019-05-26,0,883,147,19.0,12.0,6.0,6.0,6.0,5,2
2019-05-27,0,883,123,19.0,15.0,7.0,6.0,7.0,6,3
2019-05-28,0,883,143,20.0,16.0,7.0,6.0,6.0,6,3
2019-05-29,0,884,128,21.0,16.0,7.0,7.0,7.0,4,2
2019-05-30,0,883,145,20.0,16.0,8.0,7.0,7.0,8,5
2019-05-31,0,882,142,20.0,15.0,7.0,7.0,7.0,7,3
2019-06-01,0,882,138,22.0,14.0,6.0,5.0,6.0,5,2
2019-06-02,0,883,124,22.0,13.0,5.0,5.0,5.0,4,2
2019-06-03,0,884,104,20.0,15.0,7.0,6.0,7.0,9,5
2019-06-04,0,885,132,17.0,13.0,8.0,7.0,7.0,7,4
2019-06-05,0,886,152,13.0,9.0,7.0,7.0,7.0,13,9
2019-06-06,0,886,145,14.0,11.0,7.0,6.0,7.0,11,7
2019-06-07,0,886,150,15.0,11.0,7.0,6.0,7.0,8,5
2019-06-08,0,885,124,15.0,10.0,7.0,6.0,7.0,6,3
2019-06-09,0,886,154,15.0,12.0,7.0,6.0,7.0,7,4
2019-06-10,0,887,128,15.0,12.0,8.0,7.0,7.0,10,6
2019-06-11,0,886,109,16.0,16.0,8.0,7.0,8.0,10,7
2019-06-12,0,887,101,17.0,16.0,8.0,7.0,8.0,9,6
2019-06-13,0,888,134,17.0,15.0,7.0,7.0,7.0,9,6
2019-06-14,0,888,140,18.0,13.0,7.0,6.0,7.0,9,6
2019-06-15,0,887,110,18.0,14.0,7.0,7.0,7.0,8,5
2019-06-16,0,888,77,17.0,13.0,7.0,7.0,7.0,7,4
2019-06-17,0,887,107,16.0,13.0,8.0,7.0,7.0,7,5
2019-06-18,0,886,130,17.0,13.0,8.0,7.0,7.0,8,5
2019-06-19,0,886,119,18.0,12.0,7.0,6.0,6.0,6,4
2019-06-20,0,886,110,18.0,11.0,6.0,6.0,6.0,6,3
2019-06-21,0,889,119,16.0,13.0,8.0,7.0,7.0,9,5
2019-06-22,0,890,102,16.0,14.0,8.0,7.0,7.0,10,6
2019-06-23,0,888,109,16.0,14.0,8.0,7.0,7.0,7,4
2019-06-24,0,885,133,18.0,14.0,6.0,5.0,6.0,5,3
2019-06-25,0,883,114,18.0,15.0,7.0,6.0,7.0,5,3
2019-06-26,0,884,130,20.0,14.0,7.0,6.0,7.0,6,3
2019-06-27,0,885,101,19.0,14.0,7.0,6.0,7.0,7,5
2019-06-28,0,886,140,19.0,13.0,7.0,6.0,7.0,9,5
2019-06-29,0,886,141,17.0,14.0,8.0,7.0,7.0,10,6
2019-06-30,0,885,145,18.0,12.0,7.0,6.0,7.0,6,3
2019-07-01,0,884,138,19.0,12.0,6.0,6.0,6.0,6,3
2019-07-02,0,880,133,20.0,10.0,5.0,5.0,5.0,5,2
2019-07-03,0,879,130,20.0,10.0,5.0,4.0,5.0,5,2
2019-07-04,0,880,142,20.0,9.0,5.0,4.0,4.0,7,3
2019-07-05,0,881,100,19.0,13.0,6.0,6.0,6.0,9,4
2019-07-06,0,883,148,16.0,8.0,6.0,5.0,5.0,9,4
2019-07-07,0,885,152,12.0,4.0,6.0,5.0,6.0,10,6
2019-07-08,0,888,146,12.0,7.0,7.0,6.0,7.0,13,8
2019-07-09,0,888,149,13.0,8.0,7.0,6.0,7.0,9,6
2019-07-10,0,887,150,14.0,9.0,7.0,7.0,7.0,8,5
2019-07-11,0,885,151,15.0,7.0,6.0,6.0,6.0,6,3
2019-07-12,0,884,151,16.0,9.0,6.0,6.0,6.0,7,4
2019-07-13,0,884,145,19.0,9.0,5.0,5.0,5.0,4,2
2019-07-14,0,883,142,20.0,9.0,5.0,4.0,5.0,5,3
2019-07-15,0,882,126,21.0,8.0,4.0,4.0,4.0,5,2
2019-07-16,0,882,131,20.0,8.0,4.0,4.0,4.0,6,3
2019-07-17,0,885,151,15.0,11.0,7.0,6.0,7.0,11,7
2019-07-18,0,887,147,13.0,9.0,7.0,7.0,7.0,14,9
2019-07-19,0,889,139,13.0,9.0,7.0,6.0,7.0,12,7
2019-07-20,0,888,120,14.0,9.0,7.0,6.0,7.0,10,6
2019-07-21,0,887,119,14.0,11.0,7.0,7.0,7.0,11,7
2019-07-22,0,888,114,15.0,12.0,7.0,6.0,7.0,10,6
2019-07-23,0,887,148,16.0,11.0,7.0,6.0,6.0,8,5
2019-07-24,0,887,147,17.0,11.0,7.0,6.0,6.0,8,5
2019-07-25,0,886,154,17.0,12.0,7.0,6.0,7.0,8,5
2019-07-26,0,888,128,17.0,11.0,7.0,6.0,7.0,10,7
2019-07-27,0,889,140,16.0,9.0,6.0,6.0,6.0,7,4
2019-07-28,0,887,159,17.0,9.0,6.0,5.0,5.0,8,5
2019-07-29,0,886,163,17.0,10.0,6.0,6.0,6.0,11,8
2019-07-30,0,885,128,17.0,12.0,7.0,6.0,6.0,9,6
2019-07-31,0,884,145,19.0,11.0,7.0,6.0,6.0,7,3
2019-08-01,0,883,163,19.0,11.0,6.0,5.0,6.0,9,6
2019-08-02,0,884,154,20.0,10.0,6.0,5.0,5.0,7,4
2019-08-03,0,884,94,19.0,12.0,6.0,6.0,6.0,7,4
