Data,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2020-06-15,0,888,141,17.0,13.0,7.0,7.0,7.0,12,6
2020-06-16,0,889,64,16.0,14.0,9.0,8.0,8.0,12,6
2020-06-17,0,888,61,14.0,12.0,9.0,8.0,8.0,11,6
2020-06-18,0,887,147,14.0,11.0,8.0,7.0,8.0,8,5
2020-06-19,0,887,101,16.0,12.0,8.0,7.0,8.0,7,4
2020-06-20,0,887,82,18.0,15.0,8.0,8.0,8.0,7,4
2020-06-21,0,887,145,17.0,13.0,8.0,7.0,7.0,9,6
2020-06-22,0,886,147,17.0,11.0,7.0,6.0,7.0,7,4
2020-06-23,0,884,141,16.0,8.0,6.0,5.0,5.0,9,6
2020-06-24,0,883,142,16.0,8.0,6.0,5.0,6.0,7,4
2020-06-25,0,884,138,17.0,11.0,7.0,6.0,7.0,7,4
2020-06-26,0,883,136,19.0,12.0,6.0,6.0,6.0,5,2
2020-06-27,0,882,128,17.0,11.0,6.0,6.0,6.0,9,4
2020-06-28,0,883,120,18.0,11.0,7.0,6.0,6.0,7,4
2020-06-29,0,885,65,14.0,12.0,8.0,8.0,8.0,13,8
2020-06-30,0,883,95,16.0,13.0,8.0,8.0,8.0,9,4
2020-07-01,0,880,118,17.0,14.0,8.0,7.0,8.0,8,3
2020-07-02,0,880,110,18.0,13.0,7.0,6.0,7.0,6,3
2020-07-03,0,882,118,18.0,13.0,7.0,7.0,7.0,6,3
2020-07-04,0,884,130,18.0,13.0,7.0,7.0,7.0,8,5
2020-07-05,0,885,139,17.0,13.0,8.0,7.0,8.0,10,7
2020-07-06,0,884,141,18.0,11.0,7.0,6.0,6.0,6,3
2020-07-07,0,884,149,17.0,11.0,7.0,6.0,7.0,8,4
2020-07-08,0,883,143,18.0,9.0,5.0,5.0,5.0,7,3
2020-07-09,0,884,143,19.0,9.0,5.0,4.0,5.0,5,2
2020-07-10,0,885,116,17.0,13.0,7.0,7.0,7.0,8,5
2020-07-11,0,886,144,17.0,12.0,7.0,7.0,7.0,8,5
2020-07-12,0,884,145,17.0,11.0,7.0,7.0,7.0,6,3
2020-07-13,0,884,141,19.0,10.0,6.0,5.0,5.0,3,1
2020-07-14,0,885,135,20.0,11.0,5.0,5.0,5.0,4,2
2020-07-15,0,885,133,18.0,13.0,7.0,7.0,7.0,10,6
2020-07-16,0,887,140,17.0,13.0,8.0,7.0,8.0,10,6
2020-07-17,0,887,137,17.0,12.0,8.0,7.0,7.0,8,5
2020-07-18,0,887,130,15.0,12.0,8.0,7.0,8.0,10,6
2020-07-19,0,887,148,15.0,10.0,7.0,7.0,7.0,10,6
2020-07-20,0,887,117,16.0,12.0,8.0,7.0,7.0,8,5
2020-07-21,0,885,144,18.0,11.0,7.0,6.0,6.0,5,3
2020-07-22,0,884,156,18.0,12.0,7.0,6.0,7.0,6,3
2020-07-23,0,885,157,17.0,11.0,7.0,6.0,7.0,8,4
2020-07-24,0,885,121,16.0,11.0,7.0,7.0,7.0,9,5
2020-07-25,0,887,163,17.0,12.0,8.0,7.0,7.0,8,5
2020-07-26,0,886,161,17.0,11.0,7.0,6.0,7.0,9,5
2020-07-27,0,887,101,17.0,13.0,8.0,7.0,8.0,9,5
2020-07-28,0,885,148,18.0,12.0,7.0,6.0,7.0,8,5
2020-07-29,0,885,173,19.0,10.0,6.0,5.0,5.0,5,2
2020-07-30,0,886,119,20.0,13.0,6.0,6.0,6.0,11,6
2020-07-31,0,887,136,16.0,12.0,8.0,7.0,7.0,15,9
2020-08-01,0,888,94,14.0,11.0,8.0,8.0,8.0,10,6
2020-08-02,0,888,164,15.0,10.0,7.0,7.0,7.0,10,6
2020-08-03,0,890,148,14.0,8.0,7.0,6.0,6.0,8,5
2020-08-04,0,890,170,14.0,8.0,7.0,6.0,6.0,7,4
2020-08-05,0,890,168,14.0,8.0,7.0,6.0,6.0,8,5
2020-08-06,0,890,144,14.0,8.0,7.0,6.0,7.0,9,5
2020-08-07,0,889,170,15.0,8.0,6.0,6.0,6.0,10,7
2020-08-08,0,889,172,16.0,9.0,7.0,6.0,6.0,9,6
2020-08-09,0,888,130,16.0,10.0,7.0,6.0,7.0,10,6
2020-08-10,0,885,120,17.0,10.0,6.0,6.0,6.0,8,5
2020-08-11,0,884,128,17.0,11.0,7.0,6.0,7.0,8,5
2020-08-12,0,883,147,17.0,13.0,8.0,7.0,8.0,10,7
2020-08-13,0,883,168,18.0,13.0,7.0,7.0,7.0,10,6
2020-08-14,0,882,164,19.0,12.0,7.0,6.0,7.0,8,5
2020-08-15,0,881,158,18.0,12.0,7.0,6.0,7.0,6,3
2020-08-16,0,882,169,20.0,13.0,6.0,6.0,6.0,8,4
2020-08-17,0,882,145,20.0,14.0,7.0,6.0,6.0,9,5
2020-08-18,0,882,172,20.0,14.0,7.0,7.0,7.0,11,7
2020-08-19,0,882,176,20.0,13.0,7.0,6.0,6.0,7,4
2020-08-20,0,882,156,22.0,13.0,6.0,5.0,6.0,6,3
2020-08-21,0,882,40,15.0,13.0,8.0,8.0,8.0,14,8
2020-08-22,0,883,18,11.0,10.0,9.0,9.0,9.0,18,11
2020-08-23,0,885,108,12.0,9.0,8.0,8.0,8.0,16,10
2020-08-24,0,884,170,13.0,7.0,7.0,6.0,6.0,13,8
2020-08-25,0,883,196,14.0,5.0,6.0,5.0,6.0,12,7
2020-08-26,0,883,193,15.0,7.0,6.0,5.0,6.0,12,7
2020-08-27,0,884,187,17.0,10.0,7.0,6.0,6.0,11,7
2020-08-28,0,884,161,17.0,12.0,7.0,6.0,7.0,9,5
2020-08-29,0,884,188,18.0,11.0,6.0,6.0,6.0,9,5
2020-08-30,0,884,191,19.0,12.0,6.0,6.0,6.0,8,5
2020-08-31,0,886,193,21.0,12.0,6.0,5.0,6.0,9,6
2020-09-01,0,887,180,20.0,13.0,7.0,6.0,6.0,12,7
2020-09-02,0,886,170,18.0,12.0,7.0,6.0,6.0,10,6
2020-09-03,0,885,200,18.0,10.0,6.0,5.0,6.0,9,5
2020-09-04,0,885,200,20.0,9.0,5.0,5.0,5.0,8,5
2020-09-05,0,886,203,20.0,10.0,5.0,5.0,5.0,10,6
2020-09-06,0,884,203,20.0,9.0,5.0,4.0,5.0,7,4
2020-09-07,0,882,201,21.0,10.0,5.0,4.0,5.0,9,5
2020-09-08,0,882,196,21.0,11.0,5.0,5.0,5.0,8,4
2020-09-09,0,884,200,22.0,11.0,5.0,5.0,5.0,10,6
2020-09-10,0,885,202,21.0,9.0,5.0,4.0,5.0,7,4
2020-09-11,0,883,193,22.0,11.0,5.0,5.0,5.0,8,5
2020-09-12,0,885,175,22.0,9.0,5.0,4.0,4.0,9,5
2020-09-13,0,886,209,20.0,10.0,5.0,5.0,5.0,10,5
2020-09-14,0,886,186,20.0,10.0,5.0,5.0,5.0,8,4
2020-09-15,0,885,154,20.0,12.0,6.0,5.0,5.0,9,5
2020-09-16,0,884,183,20.0,11.0,6.0,5.0,6.0,10,6
2020-09-17,0,882,183,21.0,10.0,5.0,4.0,5.0,7,4
2020-09-18,0,881,183,23.0,10.0,4.0,4.0,4.0,7,3
2020-09-19,0,881,169,25.0,10.0,4.0,3.0,4.0,7,4
2020-09-20,0,880,148,23.0,14.0,6.0,5.0,5.0,9,6
2020-09-21,0,882,99,19.0,15.0,8.0,7.0,7.0,13,8
2020-09-22,0,884,17,16.0,15.0,9.0,8.0,9.0,9,6
2020-09-23,0,886,91,16.0,14.0,9.0,8.0,9.0,15,9
2020-09-24,0,886,169,18.0,14.0,8.0,7.0,8.0,11,7
2020-09-25,0,885,160,20.0,13.0,7.0,6.0,6.0,8,5
2020-09-26,0,882,199,21.0,11.0,6.0,5.0,5.0,7,3
2020-09-27,0,881,197,23.0,10.0,5.0,4.0,4.0,7,4
2020-09-28,0,881,194,26.0,9.0,4.0,3.0,3.0,6,3
2020-09-29,0,882,179,26.0,10.0,3.0,3.0,3.0,8,5
2020-09-30,0,883,191,25.0,12.0,4.0,4.0,4.0,10,5
2020-10-01,0,882,200,25.0,13.0,5.0,4.0,5.0,9,5
2020-10-02,0,882,197,25.0,12.0,4.0,4.0,4.0,8,5
2020-10-03,0,881,194,27.0,10.0,3.0,3.0,3.0,8,5
2020-10-04,0,882,173,24.0,14.0,5.0,5.0,5.0,11,6
2020-10-05,0,883,189,23.0,16.0,7.0,6.0,6.0,12,7
2020-10-06,0,882,177,24.0,14.0,6.0,5.0,5.0,8,4
2020-10-07,0,883,172,27.0,14.0,5.0,4.0,4.0,8,4
2020-10-08,0,881,138,25.0,14.0,5.0,4.0,4.0,9,5
2020-10-09,0,879,151,26.0,13.0,5.0,4.0,4.0,8,3
2020-10-10,0,878,112,23.0,15.0,6.0,5.0,6.0,8,4
2020-10-11,0,881,112,18.0,15.0,8.0,8.0,8.0,15,10
2020-10-12,0,883,139,17.0,14.0,8.0,8.0,8.0,11,7
2020-10-13,0,882,130,20.0,15.0,8.0,7.0,7.0,10,6
2020-10-14,0,881,152,22.0,16.0,7.0,6.0,7.0,11,6
2020-10-15,0,882,138,22.0,14.0,7.0,5.0,6.0,8,4
2020-10-16,0,882,116,19.0,15.0,8.0,7.0,8.0,14,9
2020-10-17,0,883,106,17.0,14.0,9.0,8.0,8.0,13,9
2020-10-18,0,882,162,16.0,13.0,8.0,8.0,8.0,13,9
2020-10-19,0,882,63,16.0,14.0,9.0,8.0,8.0,9,5
2020-10-20,0,883,48,16.0,15.0,9.0,9.0,9.0,7,4
2020-10-21,0,883,75,17.0,16.0,9.0,9.0,9.0,5,3
2020-10-22,0,883,133,18.0,16.0,8.0,8.0,8.0,12,7
2020-10-23,0,883,120,17.0,15.0,9.0,8.0,8.0,13,8
2020-10-24,0,881,38,16.0,15.0,9.0,9.0,9.0,9,6
2020-10-25,0,877,35,17.0,17.0,9.0,9.0,9.0,6,3
2020-10-26,0,877,157,19.0,15.0,8.0,7.0,7.0,8,4
2020-10-27,0,875,165,22.0,15.0,6.0,6.0,6.0,6,2
2020-10-28,0,876,172,24.0,17.0,6.0,6.0,6.0,7,3
2020-10-29,0,878,151,23.0,16.0,6.0,6.0,6.0,6,2
2020-10-30,0,880,112,21.0,17.0,8.0,7.0,8.0,8,4
2020-10-31,0,879,66,17.0,15.0,9.0,8.0,9.0,15,10
2020-11-01,0,878,108,17.0,13.0,8.0,7.0,8.0,15,9
2020-11-02,0,878,207,17.0,9.0,6.0,5.0,6.0,14,8
2020-11-03,0,879,167,17.0,13.0,7.0,7.0,7.0,10,6
2020-11-04,0,880,95,17.0,13.0,8.0,7.0,8.0,6,3
2020-11-05,0,879,184,19.0,14.0,7.0,7.0,7.0,9,5
2020-11-06,0,880,164,21.0,14.0,7.0,6.0,6.0,7,4
2020-11-07,0,883,139,22.0,16.0,7.0,7.0,7.0,9,5
2020-11-08,0,883,163,22.0,17.0,7.0,6.0,7.0,8,5
2020-11-09,0,883,139,22.0,15.0,7.0,6.0,6.0,8,4
2020-11-10,0,882,84,20.0,17.0,8.0,8.0,8.0,7,4
2020-11-11,0,881,114,20.0,17.0,8.0,7.0,8.0,7,3
2020-11-12,1,880,82,19.0,17.0,9.0,8.0,9.0,7,3
2020-11-13,1,880,84,19.0,18.0,9.0,9.0,9.0,6,2
2020-11-14,1,880,77,19.0,17.0,9.0,8.0,9.0,6,2
2020-11-15,0,880,115,21.0,17.0,8.0,7.0,8.0,5,2
2020-11-16,0,878,116,21.0,18.0,8.0,8.0,8.0,6,3
2020-11-17,0,877,173,22.0,17.0,8.0,7.0,7.0,7,3
2020-11-18,2,877,106,20.0,17.0,8.0,7.0,8.0,10,5
2020-11-19,0,877,53,19.0,18.0,9.0,9.0,9.0,7,3
2020-11-20,0,877,174,22.0,18.0,8.0,7.0,8.0,7,3
2020-11-21,0,879,132,19.0,16.0,8.0,8.0,8.0,12,8
2020-11-22,0,882,143,19.0,16.0,8.0,7.0,8.0,10,5
2020-11-23,0,883,155,19.0,15.0,8.0,7.0,7.0,10,6
2020-11-24,0,885,132,19.0,16.0,8.0,7.0,8.0,9,5
2020-11-25,0,884,95,19.0,16.0,8.0,7.0,7.0,10,5
2020-11-26,0,883,178,20.0,15.0,7.0,7.0,7.0,9,5
2020-11-27,0,883,212,21.0,14.0,7.0,6.0,7.0,9,5
2020-11-28,0,884,200,20.0,14.0,7.0,6.0,6.0,9,5
2020-11-29,0,884,152,20.0,15.0,7.0,6.0,7.0,9,5
2020-11-30,0,882,164,21.0,15.0,7.0,6.0,7.0,8,4
2020-12-01,0,881,109,22.0,16.0,7.0,6.0,7.0,5,2
2020-12-02,0,880,82,20.0,17.0,8.0,7.0,8.0,8,5
2020-12-03,0,880,75,20.0,17.0,8.0,8.0,8.0,6,3
2020-12-04,0,881,149,22.0,17.0,8.0,7.0,7.0,6,3
2020-12-05,0,881,123,21.0,18.0,8.0,8.0,8.0,10,5
2020-12-06,0,881,89,20.0,18.0,9.0,9.0,9.0,9,6
2020-12-07,0,880,73,20.0,18.0,9.0,9.0,9.0,6,3
2020-12-08,0,880,86,21.0,18.0,9.0,8.0,8.0,6,2
2020-12-09,3,880,64,19.0,18.0,9.0,9.0,9.0,5,2
2020-12-10,1,880,55,18.0,17.0,9.0,9.0,9.0,6,3
2020-12-11,0,881,122,20.0,17.0,8.0,8.0,8.0,6,3
2020-12-12,0,882,196,22.0,18.0,8.0,7.0,7.0,6,3
2020-12-13,0,882,143,22.0,18.0,8.0,7.0,7.0,6,3
2020-12-14,0,881,218,22.0,14.0,6.0,6.0,6.0,7,4
2020-12-15,0,880,186,23.0,15.0,6.0,5.0,6.0,7,4
2020-12-16,0,881,188,23.0,17.0,7.0,6.0,7.0,9,5
2020-12-17,0,881,176,23.0,17.0,7.0,6.0,7.0,9,4
2020-12-18,0,880,127,22.0,17.0,7.0,7.0,7.0,5,2
2020-12-19,0,878,165,22.0,18.0,8.0,7.0,7.0,7,3
2020-12-20,0,879,164,22.0,18.0,8.0,7.0,7.0,8,4
2020-12-21,0,880,158,22.0,18.0,8.0,7.0,7.0,8,4
2020-12-22,0,880,143,22.0,18.0,8.0,7.0,7.0,6,2
2020-12-23,0,880,84,20.0,18.0,8.0,8.0,8.0,7,4
2020-12-24,1,879,46,19.0,18.0,9.0,9.0,9.0,8,5
2020-12-25,0,879,86,19.0,17.0,9.0,8.0,8.0,9,6
2020-12-26,0,879,120,20.0,17.0,8.0,8.0,8.0,9,6
2020-12-27,0,881,147,21.0,16.0,7.0,7.0,7.0,9,6
2020-12-28,0,882,120,21.0,17.0,8.0,7.0,7.0,9,5
2020-12-29,0,881,150,21.0,16.0,7.0,7.0,7.0,8,4
2020-12-30,0,880,151,22.0,16.0,7.0,6.0,7.0,7,4
2020-12-31,0,881,177,23.0,16.0,7.0,6.0,6.0,7,3
2021-01-01,2,881,136,22.0,17.0,7.0,7.0,7.0,9,4
2021-01-02,0,880,112,20.0,16.0,8.0,7.0,7.0,6,3
2021-01-03,1,879,109,20.0,17.0,8.0,8.0,8.0,8,4
2021-01-04,0,880,126,19.0,16.0,8.0,8.0,8.0,8,4
2021-01-05,0,882,149,22.0,18.0,8.0,7.0,7.0,5,2
2021-01-06,0,881,121,22.0,18.0,8.0,8.0,8.0,8,5
2021-01-07,0,881,139,,,8.0,7.0,7.0,7,3
2021-01-08,0,880,161,,,8.0,7.0,7.0,9,4
2021-01-09,0,879,132,,,8.0,8.0,8.0,6,2
2021-01-10,0,880,133,,,8.0,8.0,8.0,8,4
2021-01-11,0,880,140,,,8.0,8.0,8.0,8,4
2021-01-12,0,880,80,24.0,19.0,8.0,7.0,8.0,8,4
2021-01-13,0,880,83,22.0,17.0,7.0,7.0,7.0,8,5
2021-01-14,0,881,113,21.0,15.0,7.0,6.0,6.0,10,6
2021-01-15,0,881,79,20.0,15.0,7.0,7.0,7.0,9,5
2021-01-16,0,880,49,19.0,16.0,8.0,7.0,8.0,8,4
2021-01-17,0,880,96,20.0,15.0,7.0,7.0,7.0,9,5
2021-01-18,0,881,112,21.0,13.0,6.0,5.0,6.0,7,4
2021-01-19,0,881,135,22.0,11.0,5.0,4.0,5.0,9,5
2021-01-20,0,882,128,22.0,12.0,5.0,5.0,5.0,9,5
2021-01-21,0,882,127,21.0,11.0,5.0,5.0,5.0,10,6
2021-01-22,0,884,121,21.0,12.0,6.0,5.0,5.0,9,5
2021-01-23,0,884,106,20.0,14.0,7.0,6.0,7.0,9,5
2021-01-24,0,882,108,21.0,13.0,6.0,6.0,6.0,9,5
2021-01-25,0,881,115,21.0,13.0,6.0,6.0,6.0,9,5
2021-01-26,0,881,99,22.0,14.0,7.0,6.0,6.0,10,5
2021-01-27,0,882,107,22.0,12.0,6.0,5.0,5.0,8,4
2021-01-28,0,881,128,22.0,11.0,5.0,4.0,5.0,8,4
2021-01-29,0,881,127,22.0,12.0,5.0,5.0,5.0,8,5
2021-01-30,0,882,126,23.0,14.0,6.0,5.0,5.0,9,5
2021-01-31,0,881,119,22.0,13.0,6.0,5.0,5.0,9,5
2021-02-01,0,881,98,22.0,14.0,6.0,5.0,6.0,9,5
2021-02-02,0,881,90,22.0,14.0,6.0,6.0,6.0,6,3
2021-02-03,0,882,99,23.0,15.0,6.0,5.0,6.0,9,5
2021-02-04,0,880,83,23.0,15.0,6.0,5.0,6.0,7,4
2021-02-05,3,878,23,19.0,18.0,9.0,8.0,9.0,7,3
2021-02-06,0,878,19,19.0,17.0,9.0,9.0,9.0,8,4
2021-02-07,5,878,10,17.0,16.0,9.0,9.0,9.0,7,4
2021-02-08,0,879,83,18.0,16.0,7.0,7.0,7.0,8,4
2021-02-09,0,880,74,18.0,14.0,8.0,7.0,7.0,8,4
2021-02-10,0,880,86,19.0,15.0,8.0,7.0,7.0,9,5
2021-02-11,0,881,74,20.0,16.0,7.0,7.0,7.0,8,5
2021-02-12,0,882,42,19.0,17.0,8.0,8.0,8.0,7,4
2021-02-13,0,881,57,20.0,16.0,8.0,7.0,8.0,6,3
2021-02-14,1,879,59,19.0,17.0,8.0,8.0,8.0,5,2
2021-02-15,0,878,51,21.0,17.0,8.0,7.0,7.0,5,2
2021-02-16,0,877,66,21.0,17.0,7.0,7.0,7.0,4,1
2021-02-17,0,877,81,21.0,16.0,7.0,7.0,7.0,6,2
2021-02-18,1,877,51,19.0,17.0,9.0,8.0,8.0,7,3
2021-02-19,0,878,56,20.0,18.0,8.0,8.0,8.0,7,3
2021-02-20,0,880,77,21.0,17.0,8.0,7.0,8.0,6,3
2021-02-21,2,881,68,20.0,16.0,8.0,7.0,8.0,9,4
2021-02-22,1,881,91,20.0,16.0,8.0,7.0,7.0,6,2
2021-02-23,0,881,102,20.0,15.0,7.0,7.0,7.0,9,5
2021-02-24,0,881,92,21.0,13.0,6.0,6.0,6.0,6,3
2021-02-25,0,880,108,22.0,13.0,6.0,5.0,6.0,7,3
2021-02-26,0,879,52,19.0,16.0,8.0,7.0,8.0,9,5
2021-02-27,0,881,39,18.0,15.0,8.0,8.0,8.0,8,5
2021-02-28,0,881,63,18.0,15.0,8.0,7.0,8.0,10,6
2021-03-01,0,880,71,19.0,14.0,7.0,7.0,7.0,9,5
2021-03-02,0,882,68,19.0,14.0,7.0,7.0,7.0,10,5
2021-03-03,0,883,102,21.0,13.0,6.0,6.0,6.0,9,5
2021-03-04,0,882,91,21.0,13.0,6.0,6.0,6.0,7,4
2021-03-05,0,880,93,22.0,13.0,5.0,5.0,5.0,6,3
2021-03-06,0,879,66,21.0,15.0,7.0,6.0,7.0,8,3
2021-03-07,0,880,49,19.0,16.0,8.0,8.0,8.0,7,3
2021-03-08,1,880,56,19.0,16.0,8.0,8.0,8.0,6,3
2021-03-09,2,879,38,19.0,16.0,8.0,8.0,8.0,5,2
2021-03-10,0,878,54,19.0,16.0,8.0,8.0,8.0,4,1
2021-03-11,0,880,56,21.0,16.0,8.0,7.0,7.0,5,2
2021-03-12,0,881,82,21.0,15.0,7.0,6.0,7.0,5,2
2021-03-13,0,882,88,21.0,16.0,7.0,6.0,7.0,9,5
2021-03-14,0,883,109,20.0,13.0,6.0,6.0,6.0,9,5
2021-03-15,0,882,100,20.0,13.0,6.0,6.0,6.0,8,5
2021-03-16,0,881,96,21.0,13.0,6.0,6.0,6.0,8,4
2021-03-17,0,880,94,21.0,13.0,6.0,6.0,6.0,8,4
2021-03-18,0,880,97,21.0,14.0,7.0,6.0,6.0,8,5
2021-03-19,0,881,82,21.0,15.0,7.0,6.0,7.0,9,5
2021-03-20,0,884,89,20.0,14.0,7.0,6.0,6.0,9,5
2021-03-21,0,885,78,20.0,13.0,7.0,6.0,6.0,9,5
2021-03-22,0,884,67,20.0,14.0,7.0,6.0,6.0,7,4
2021-03-23,0,883,96,22.0,14.0,6.0,6.0,6.0,6,4
2021-03-24,0,883,91,23.0,14.0,6.0,5.0,6.0,7,4
2021-03-25,0,883,101,22.0,15.0,6.0,6.0,6.0,7,4
2021-03-26,0,883,78,22.0,15.0,6.0,6.0,6.0,7,4
2021-03-27,0,882,88,22.0,15.0,6.0,6.0,6.0,7,4
2021-03-28,1,881,80,22.0,14.0,6.0,5.0,6.0,6,3
2021-03-29,0,881,78,21.0,14.0,7.0,6.0,6.0,7,3
2021-03-30,0,879,81,23.0,14.0,6.0,5.0,6.0,5,2
2021-03-31,0,877,100,21.0,14.0,6.0,6.0,6.0,7,3
2021-04-01,0,878,90,22.0,13.0,6.0,5.0,5.0,6,3
2021-04-02,0,880,74,20.0,14.0,7.0,6.0,6.0,10,6
2021-04-03,0,882,61,21.0,16.0,7.0,7.0,7.0,9,5
2021-04-04,0,882,72,20.0,15.0,7.0,7.0,7.0,10,6
2021-04-05,0,882,82,19.0,13.0,7.0,6.0,6.0,13,8
2021-04-06,0,882,67,19.0,13.0,7.0,6.0,7.0,8,4
2021-04-07,0,883,61,18.0,14.0,7.0,7.0,7.0,8,5
2021-04-08,0,885,84,17.0,12.0,7.0,6.0,7.0,12,7
2021-04-09,0,886,98,18.0,11.0,7.0,6.0,6.0,11,6
2021-04-10,0,884,101,18.0,10.0,6.0,5.0,6.0,9,5
2021-04-11,0,882,101,19.0,10.0,6.0,5.0,5.0,6,3
2021-04-12,0,882,98,21.0,9.0,5.0,4.0,4.0,5,2
2021-04-13,0,883,69,20.0,10.0,5.0,4.0,5.0,8,5
2021-04-14,0,883,74,18.0,12.0,6.0,6.0,6.0,13,8
2021-04-15,0,883,93,17.0,10.0,6.0,5.0,6.0,10,6
2021-04-16,0,882,88,17.0,10.0,6.0,6.0,6.0,8,5
2021-04-17,0,881,89,18.0,9.0,6.0,5.0,5.0,7,4
2021-04-18,0,880,68,19.0,11.0,6.0,5.0,6.0,6,3
2021-04-19,0,880,74,20.0,13.0,6.0,6.0,6.0,6,3
2021-04-20,0,880,85,20.0,11.0,6.0,5.0,5.0,10,6
2021-04-21,0,880,94,19.0,8.0,5.0,4.0,4.0,10,6
2021-04-22,0,880,81,20.0,9.0,5.0,4.0,5.0,6,3
2021-04-23,0,881,81,20.0,10.0,5.0,5.0,5.0,7,4
2021-04-24,0,881,83,21.0,10.0,5.0,4.0,5.0,6,3
2021-04-25,0,880,84,22.0,11.0,5.0,5.0,5.0,5,2
2021-04-26,0,880,68,23.0,8.0,4.0,3.0,3.0,4,1
2021-04-27,0,880,26,20.0,14.0,7.0,6.0,6.0,4,2
2021-04-28,0,881,53,19.0,14.0,7.0,7.0,7.0,6,4
2021-04-29,0,883,67,19.0,12.0,7.0,6.0,6.0,10,6
2021-04-30,0,885,75,17.0,10.0,6.0,6.0,6.0,14,9
